"","track_number","track_title","artists","instrumental","lyrics","hotness","Act"
"30",5,"Enemy","Imagine Dragons & JID","False","Everybody wants to be my enemy-y-y-y-y (Look, look, look, look)","False",2
"31",5,"Enemy","Imagine Dragons & JID","False","(Look out for yourself)","False",2
"32",5,"Enemy","Imagine Dragons & JID","False","My enemy-y-y-y-y (Look, look, look, look; yeah)","False",2
"33",5,"Enemy","Imagine Dragons & JID","False","(Look out for yourself)","False",2
"34",5,"Enemy","Imagine Dragons & JID","False","Uh, look, okay","False",2
"35",5,"Enemy","Imagine Dragons & JID","False","","False",2
"36",5,"Enemy","Imagine Dragons & JID","False","I'm hoping that somebody pray for me","False",2
"37",5,"Enemy","Imagine Dragons & JID","False","I'm praying that somebody hope for me","False",2
"38",5,"Enemy","Imagine Dragons & JID","False","I'm staying where nobody 'posed to be p-p-posted","False",2
"39",5,"Enemy","Imagine Dragons & JID","False","Being a wreck of emotions","False",2
"40",5,"Enemy","Imagine Dragons & JID","False","Ready to go whenever just let me know","False",2
"41",5,"Enemy","Imagine Dragons & JID","False","The road is long, so put the pedal into the floor","False",2
"42",5,"Enemy","Imagine Dragons & JID","False","The enemy's on my trail, my energy unavailable","False",2
"43",5,"Enemy","Imagine Dragons & JID","False","I'ma tell 'em, ""Hasta luego""","False",2
"44",5,"Enemy","Imagine Dragons & JID","False","They wanna plot on my trot to the top","False",2
"45",5,"Enemy","Imagine Dragons & JID","False","I've been outta shape, thinkin' out the box","False",2
"46",5,"Enemy","Imagine Dragons & JID","False","I'm an astronaut","False",2
"47",5,"Enemy","Imagine Dragons & JID","False","I blasted off the planet rock to cause catastrophe","False",2
"48",5,"Enemy","Imagine Dragons & JID","False","And it matters more because I had it not","False",2
"49",5,"Enemy","Imagine Dragons & JID","False","Had I thought about wreaking havoc","False",2
"50",5,"Enemy","Imagine Dragons & JID","False","On an opposition, kinda shockin'","False",2
"51",5,"Enemy","Imagine Dragons & JID","False","They wanted static with precision","False",2
"52",5,"Enemy","Imagine Dragons & JID","False","I'm automatic quarterback","False",2
"53",5,"Enemy","Imagine Dragons & JID","False","I ain't talkin' sacking, pack it","False",2
"54",5,"Enemy","Imagine Dragons & JID","False","Pack it up, I don't panic, batter-batter up","False",2
"55",5,"Enemy","Imagine Dragons & JID","False","Who the baddest?","False",2
"56",5,"Enemy","Imagine Dragons & JID","False","It don't matter 'cause we at ya throat","False",2
"57",5,"Enemy","Imagine Dragons & JID","False","Everybody wants to be my enemy","False",2
"58",5,"Enemy","Imagine Dragons & JID","False","Spare the sympathy (Ah)","False",2
"59",5,"Enemy","Imagine Dragons & JID","False","Everybody wants to be my enemy","False",2
"60",5,"Enemy","Imagine Dragons & JID","False","Oh, the misery (Ah)","False",2
"61",5,"Enemy","Imagine Dragons & JID","False","Everybody wants to be my enemy","False",2
"62",5,"Enemy","Imagine Dragons & JID","False","Spare the sympathy (Ah)","False",2
"63",5,"Enemy","Imagine Dragons & JID","False","Everybody wants to be my enemy","False",2
"64",5,"Enemy","Imagine Dragons & JID","False","","False",2
"65",5,"Enemy","Imagine Dragons & JID","False","Pray it away, I swear I'll never be a saint, no way","False",2
"66",5,"Enemy","Imagine Dragons & JID","False","My enemy","False",2
"67",5,"Enemy","Imagine Dragons & JID","False","Pray it away, I swear I'll never be a saint","False",2
"68",5,"Enemy","Imagine Dragons & JID","False","(Look out for yourself)14EmbedShare URLCopyEmbedCopy","False",2
"69",6,"Guns for Hire","Woodkid","False","Hold the die, your turn to roll","False",2
"70",6,"Guns for Hire","Woodkid","False","Before they fall through your fingers","False",2
"71",6,"Guns for Hire","Woodkid","False","Not a good night to lose control","False",2
"72",6,"Guns for Hire","Woodkid","False","Right as the earth is unraveling","False",2
"73",6,"Guns for Hire","Woodkid","False","You play with your blocks until they break","False",2
"74",6,"Guns for Hire","Woodkid","False","And these walls come tumbling down","False",2
"75",6,"Guns for Hire","Woodkid","False","Oh, they're tumbling down","False",2
"76",6,"Guns for Hire","Woodkid","False","","False",2
"77",6,"Guns for Hire","Woodkid","False","You're out of time, make your move","False",2
"78",6,"Guns for Hire","Woodkid","False","Live or die while the fuse is lit and there's no turning back","False",2
"79",6,"Guns for Hire","Woodkid","False","","False",2
"80",6,"Guns for Hire","Woodkid","False","Kiss your perfect day goodbye","False",2
"81",6,"Guns for Hire","Woodkid","False","Because the world is on fire","False",2
"82",6,"Guns for Hire","Woodkid","False","Tuck your innocence goodnight","False",2
"83",6,"Guns for Hire","Woodkid","False","You sold your friends like guns for hire","False",2
"84",6,"Guns for Hire","Woodkid","False","Go play with your blocks","False",2
"85",6,"Guns for Hire","Woodkid","False","And now you'll pay when these walls come tumbling down","False",2
"86",6,"Guns for Hire","Woodkid","False","Oh, they're tumbling down","False",2
"87",6,"Guns for Hire","Woodkid","False","","False",2
"88",6,"Guns for Hire","Woodkid","False","Resting on a knife, you heavy souls","False",2
"89",6,"Guns for Hire","Woodkid","False","With all this weight buckling down on you now","False",2
"90",6,"Guns for Hire","Woodkid","False","Don't you drown and float away","False",2
"91",6,"Guns for Hire","Woodkid","False","Not a good time to lose control","False",2
"92",6,"Guns for Hire","Woodkid","False","Right as your marionettes cut their strings and run away","False",2
"93",6,"Guns for Hire","Woodkid","False","You're out of time, make your move","False",2
"94",6,"Guns for Hire","Woodkid","False","Live or die while the fuse is lit and there's no turning back","False",2
"95",6,"Guns for Hire","Woodkid","False","","False",2
"96",6,"Guns for Hire","Woodkid","False","Kiss your perfect day goodbye","False",2
"97",6,"Guns for Hire","Woodkid","False","Because the world is on fire","False",2
"98",6,"Guns for Hire","Woodkid","False","Tuck your innocence goodnight","False",2
"99",6,"Guns for Hire","Woodkid","False","You sold your friends like guns for hire","False",2
"100",6,"Guns for Hire","Woodkid","False","Go play with your blocks","False",2
"101",6,"Guns for Hire","Woodkid","False","And now you'll pay when these walls come tumbling down","False",2
"102",6,"Guns for Hire","Woodkid","False","Oh, they're tumbling downEmbedShare URLCopyEmbedCopy","False",2
