region_1,region_2,attack,cost,health,effect,level_up_description,flavor_text,artist_name,card_name,card_code,keyword_1,keyword_2,keyword_3,spell_speed,rarity,affiliation,type,collectible,set_number,set_name,level
Shurima,,2,1,2,,,"The Clocklings were the first to wriggle free - precisely at the time Zilean had set them to wake up. They shook themselves off and went clambering over the ancient walls, seeking others of their kind.",Polar Engine,Clockling,04SH014,NA,NA,NA,,Common,,Unit,FALSE,4,Empires Of The Ascended,
Shurima,,3,1,1,,,"The Sandthrashers do everything with their companions. Fight, hunt, kill... and eat.",JiHun Lee,Bloodthirsty Marauder,04SH005,NA,NA,NA,,Common,,Unit,TRUE,4,Empires Of The Ascended,
Shurima,,0,1,0,Look at 3 random landmarks you can afford. Pick 1 to create in hand.,,"""Come on - there's so much to see!"" - Taliyah",Kudos Productions,Stoneweaving,04SH110,Burst,NA,NA,Burst,Epic,,Spell,TRUE,4,Empires Of The Ascended,
Freljord,,0,1,0,Countdown 8: Summon a Frostguard Thrall.,,"Certainly, there were enough half-witted warriors within the ranks of Trundle's disorderly army to use as front-line fodder, but Lissandra desired something much more loyal, something that served her, and her alone...",Kudos Productions,Frozen Thrall,04FR001,Landmark,NA,NA,,Common,,Landmark,TRUE,4,Empires Of The Ascended,
Freljord,,0,1,0,"Create a Fleeting Flash Freeze, Fury of the North, or Entomb in hand.",,"The Freljordian sisters Avarosa, Serylda, and Lissandra bore tremendous power, though chose to wield it in different ways - each one distinctly merciful, martial, or malicious.",Kudos Productions,Three Sisters,04FR010,Burst,NA,NA,Burst,Rare,,Spell,TRUE,4,Empires Of The Ascended,
Noxus,,1,1,2,"The next time you summon another ally, deal 1 to it and grant me +1|+1.",,"""They're rarely kept as pets, you know. Just one little scratch from those claws of theirs can open up a vein... but I don't mind."" - Clara, Crimson Disciple",Kudos Productions,Crimson Bloodletter ,04NX018,NA,NA,NA,,Common,Crimson,Unit,TRUE,4,Empires Of The Ascended,
Piltover & Zaun,,0,1,0,"For the rest of the game, the first time you play a follower each round, pick 1 of 3 followers with the same cost to transform it into.",,"""We're playing by MY rules."" - Ekko",Kudos Productions,Concurrent Timelines,04PZ010,Slow,NA,NA,Slow,Epic,,Spell,TRUE,4,Empires Of The Ascended,
Demacia,,0,1,3,"When you play a Dragon, it strikes me and you draw 1.",,"""That shriek you hear from way up high? That's no bird, my boy. That's the cry of a hunting dragon."" - Demacian farmer",Kudos Productions,Dragon Chow,04DE014,NA,NA,NA,,Common,,Unit,TRUE,4,Empires Of The Ascended,
Demacia,,0,1,0,Grant an ally +1|+1.,,"""I could teach you a thing or two."" - Lord Buvelle",Kudos Productions,Battlefield Prowess,04DE006,Slow,NA,NA,Slow,Common,,Spell,TRUE,4,Empires Of The Ascended,
Demacia,,0,1,0,"The next time you summon an ally this round, grant it Challenger.",,"""Form up, on me!"" - Silverwing Vanguard",Kudos Productions,Tattered Banner,04DE007T1,Burst,NA,NA,Burst,None,,Spell,FALSE,4,Empires Of The Ascended,
Demacia,,2,1,2,"When I'm summoned, if you Behold an Elite, create a Tattered Banner in hand.",,"Only when she reached the city's walls did her legs finally give way. The Dauntless Vanguard would carry her message to the king, and the king would save the prince. Thus would her wrong be righted, and her honor preserved.",SIXMOREVODKA,Penitent Squire,04DE007,NA,NA,NA,,Common,,Unit,TRUE,4,Empires Of The Ascended,
Ionia,,1,1,1,"When I'm summoned, grant me +1|+1 if an ally has Ephemeral.",,"""You are smoke—a whisper on the wind. Your fists must join with the dark like shade to shadow. Now... again!"" - Mistress Shi",Dao Le,Shadow Apprentice,04IO014,Elusive,NA,NA,,Common,Ninja,Unit,TRUE,4,Empires Of The Ascended,
Bilgewater,,0,1,0,Create a Snapjaw Swarm on top of your deck.,,"""If it were up ta me, I'd have a jaull-fish take me afore them bloody things. Sooner go fast than be left screamin' fer me mates to stick me while I'm eaten alive."" - Jagged Butcher",Kudos Productions,Bloodbait,04BW004,Burst,NA,NA,Burst,Common,,Spell,TRUE,4,Empires Of The Ascended,
Bilgewater,,0,1,0,"When allies attack, before Lurk tries to activate, obliterate the top card of your deck if it doesn't have Lurk.",,"Bilgewater's more treacherous coves soon became home to all manner of sea beasts. There they lie, waiting for the next foolhardy crew to ignore the harbormaster's warnings.",MAR Studio,Ripper's Bay,04BW009,Lurk,Landmark,NA,,Rare,,Landmark,TRUE,4,Empires Of The Ascended,
Bilgewater,,1,1,2,,,"""Might not look much, aye, but they're eager for blood. And if you let 'em at you, they'll know where to find it when they're bigger. Best wear yer gloves."" - Jaull Hunters",Kudos Productions,Sharkling,04BW015,Lurk,NA,NA,,Common,Lurker,Unit,TRUE,4,Empires Of The Ascended,
Shurima,,1,1,1,,,"Once a caravan has been disabled, the hunters will occasionally retreat and allow their hatchlings to forage forward. It is here that the young xer'sai refine their instincts, learning which sounds are of the desert, and which signal their prey.",Wild Blue Studios,Xer'sai Hatchling,04SH074,Lurk,Fearsome,NA,,Common,Lurker,Unit,TRUE,4,Empires Of The Ascended,
Targon,,1,1,1,"If I'm in play, once you've summoned a landmark this game, grant me +2|+2.",,"""Okay so hello I'm Chip an' I'm here to show you Targon! It's wowow big an' tall so I hope you got good shoes for da walkin'! Let's GO!""
- Adventures with Chip, part 1",Polar Engine,Chip,04MT005,NA,NA,NA,,Common,,Unit,TRUE,4,Empires Of The Ascended,
Piltover & Zaun,,1,1,3,"If you see me in a Prediction, summon me.",,"""Ahh, Shomi's a GENIUS with that hoverboard. I once saw them switch a sumpgrinder into a bottomboard backslide, then catch air with a three-point triple dip! Or something. Look, the point is, they're awesome, okay?"" -Practical Perfectionist",Dao Le,Dropboarder,04PZ004,NA,NA,NA,,Common,,Unit,TRUE,4,Empires Of The Ascended,
Piltover & Zaun,,2,1,1,"When I'm summoned, create a Hexite Crystal in the bottom 10 cards of your deck.",,"""BUT MY PLAAAANNN--MEEEOOOOOW!""",Dao Le,Fallen Feline,04PZ002,NA,NA,NA,,Rare,,Unit,TRUE,4,Empires Of The Ascended,
Shurima,,0,1,0,"Create a random landmark with Countdown in hand, or advance your landmarks 1 round.",,"""Time is evanescent."" - Zilean",Kudos Productions,Imagined Possibilities,04SH120,Focus,NA,NA,Focus,Rare,,Spell,TRUE,4,Empires Of The Ascended,
Shurima,,0,1,0,"Predict.
Give an enemy -2|-0 this round.",,"""I have seen my destiny, and this time, I will not be stopped."" - Azir",Kudos Productions,Scrying Sands,04SH079,Burst,NA,NA,Burst,Rare,,Spell,TRUE,4,Empires Of The Ascended,
Shurima,,2,1,1,"When I'm summoned, create a Waking Sands in hand.",,"""Okay, Davu. You're gonna go in there, grab that... whatever it is, and you're going to make us rich. Me rich. You're going to make me rich. Got it? Also, if that's a trapped thing, I am real sorry in advance.""",Grafit Studio,Treasure Seeker,04SH054,NA,NA,NA,,Common,,Unit,TRUE,4,Empires Of The Ascended,
Shurima,,0,1,0,"Countdown 8: Create a Sentinel's Hoard in hand.
When you target allies advance me 1 round.",,"When a group of survivors from the fallen city of Vekaura learned of a particular warlord's sordid history, they wasted no time making plans to seize his ill-gotten gains.",Kudos Productions,Warlord's Hoard,04SH130T6,Landmark,NA,NA,,None,,Landmark,FALSE,4,Empires Of The Ascended,
Shurima,,0,1,0,"Countdown 8: Create a Relic of Power in hand.
When you target allies advance me 1.",,"""See that eyesore of a building? That's where the swine lives. We'll take him out, grab the loot, and be back in time for dinner."" - Vekauran Vagabond",Kudos Productions,Warlord's Palace,04SH130T1,Landmark,NA,NA,,None,,Landmark,FALSE,4,Empires Of The Ascended,
Piltover & Zaun,,1,1,3,"When you summon a Tech, we share keywords.",,"""Ah yes! The Adaptatron 3000! Adaptable, inventive, AND quite the looker! If the fellow could speak, I'm sure we'd have MUCH to share with each other."" - Heimerdinger",Kudos Productions,Adaptatron 3000,"04PZ015
",NA,NA,NA,,Epic,Tech,Unit,TRUE,4,Empires Of The Ascended,
Bilgewater,,0,1,0,"Grant an enemy Vulnerable. If it's already Vulnerable, the strongest ally starts a free attack Challenging it.",,"""You've got a name, and I've got a list."" - Pyke",Kudos Productions,The List,04BW006,Slow,NA,NA,Slow,Rare,,Spell,TRUE,4,Empires Of The Ascended,
Ionia,,1,1,1,"When I'm Recalled, draw 1.",,"""Water is flexible, adaptive - it will take the form most needed in the moment, flowing forth or retreating from the shore."" - Ionian monk",Dao Le,Dancing Droplet,04IO015,Elusive,NA,NA,,Common,,Unit,TRUE,4,Empires Of The Ascended,
Targon,,1,1,2,"When I'm supported, give me and my supporting ally +1|+1 this round.",,"""Don't be afraid of the howling gale
As it blows 'cross the mountain and through the dale
Never you worry, you have nothing to fear
My darling, rest, mother is near."" - Targonian lullaby",Kudos Productions,Frightened Ibex,04MT018,NA,NA,NA,,Common,,Unit,TRUE,4,Empires Of The Ascended,
Targon,,0,1,0,"Daybreak: Create a random non-champion Nightfall card in hand.
Nightfall: Create a random non-champion Daybreak card in hand.",,"So goes the cycle of night and day, one always following the other.",Kudos Productions,Heavens Aligned,04MT015,Focus,NA,NA,Focus,Common,,Spell,TRUE,4,Empires Of The Ascended,
Shadow Isles,,0,1,1,Play: Play me as First Wave or Last Wind.,,"The Kinkou speak of only two gods: the first wave, who cradles life in its warm waters, and the last wind, who snatches life with its final, frigid sighs.",Wild Blue Studios,The Wings and The Wave,04SI004,NA,NA,NA,,Epic,,Unit,TRUE,4,Empires Of The Ascended,
Shadow Isles,,0,1,1,"
When I'm summoned, summon a Prey.",,What is death without life?,Wild Blue Studios,First Wave,04SI004T2,NA,NA,NA,,None,,Unit,TRUE,4,Empires Of The Ascended,
Noxus,,2,1,1,"When an enemy blocks me, give me +3|+0 this round.",,"Surprised by the resilience of the creature they'd found on the shore of Ionia, the young general insisted on taking it back home, eager to find out its true strength.",Kudos Productions,Thrashing Snapper,04NX019,NA,NA,NA,,Epic,,Unit,TRUE,4,Empires Of The Ascended,
Ionia,,1,1,1,Obliterate me when I leave combat.,,"""Keep your skills sharp--it is not only the blade that strikes, but the hand behind it."" - Irelia",SIXMOREVODKA,Blade,04IO010,NA,NA,NA,,None,,Unit,FALSE,4,Empires Of The Ascended,
Bilgewater,,0,1,0,Deal 1 to anything.,,"""A little spark, eh? I've just the thing..."" - Gangplank",Kudos Productions,"Knock 'Em Down
",04BW014T1,Slow,Fleeting,NA,Slow,None,,Spell,FALSE,4,Empires Of The Ascended,
Shadow Isles,,1,1,1,"When I'm summoned, grant all allied Viegos and other Encroaching Mists everywhere +1|+1.",,"Each living creature that beholds the Black Mist sees something unique in it, their own fears manifested and realized in vague, roiling forms.",Kudos Productions,Encroaching Mist,04SI045,Ephemeral,NA,NA,,None,,Unit,FALSE,4,Empires Of The Ascended,
Freljord,,1,1,1,,,"The young wolves were the most nervous, but were quickly emboldened as they saw their mother lunge for the boar's throat, icy fangs flashing.",Kudos Productions,Rimefang Pack,04FR019T1,Overwhelm,NA,NA,,None,,Unit,FALSE,4,Empires Of The Ascended,
Shurima,,0,2,0,"Give an enemy follower -4|-0 this round.

If you have fewer mana gems than your opponent, kill it instead.",,"""The sun will shine again upon Shuriman lands."" - Voice of the Risen",Kudos Productions,Unworthy,04SH070,Slow,NA,NA,Slow,Epic,,Spell,TRUE,4,Empires Of The Ascended,
Shurima,,0,2,0,Create a Lucky Find in hand.,,"""Sure, I've had good days and bad days, just like anyone. In this line of work, the bad days can get real bad, and the good days can get real rich."" - Sivir",Kudos Productions,Payday,04SH035,Focus,NA,NA,Burst,Common,,Spell,TRUE,4,Empires Of The Ascended,
Shurima,,0,2,0,Countdown 3: Summon a Grumpy Rockbear.,,"""MY NAME IS ZAIFA AND I LIKE WRITING STUPID THINGS IN MY STUPID BOOK WHEN I THINK EVERYONE ELSE IS ASLEEP. EVEN SAMI.""
- Zaifa's diary",Polar Engine,Hibernating Rockbear,04SH042,Landmark,NA,NA,,Common,,Landmark,TRUE,4,Empires Of The Ascended,
Shurima,,5,2,2,,,"""They appeared out of nowhere, made up of swirling sands! Then, after they had dispatched our forces, their forms simply... disappeared, melted back into the desert."" - Desert Survivor",Kudos Productions,Sandstone Charger,04SH003T14,Ephemeral,NA,NA,,None,,Unit,FALSE,4,Empires Of The Ascended,
Shurima,,5,2,4,"When I'm summoned, draw 1.",,"The emperor's golden guard moves as one, a succession of regimented warriors that is as terrifying as it is impressive to behold.",Kudos Productions,Emperor's Guard,04SH003T11,Fearsome,NA,NA,,None,,Unit,FALSE,4,Empires Of The Ascended,
Shurima,,0,2,0,Draw 2.,,"Birds found in the desert climes are all considered symbols of Azir, and Shurimans find their presence a good omen.",Kudos Productions,Emperor's Prosperity,04SH003T9,Burst,NA,NA,Burst,None,,Spell,FALSE,4,Empires Of The Ascended,
Shurima,,0,2,0,"Give an ally +2|+0 and an enemy Vulnerable this round.

Create a Renekton in your deck.",,"""Shred them!"" - Renekton",Kudos Productions,Renekton's Ruthless Predator,04SH067T2,Burst,NA,NA,Burst,None,,Spell,FALSE,4,Empires Of The Ascended,
Shurima,,3,2,1,"When I'm summoned, summon a Roiling Sands.",,"""Today, we began our journey to Nashramae! Samir is determined to cross the Great Sai before the next full moon, and is making SUCH a mess of things! I did not know a simple sandboard could collapse a whole dune. Neither did Sami. He's fine.""
- Zaifa's diary",Dao Le,Rock Hopper,04SH038,NA,NA,NA,,Common,,Unit,TRUE,4,Empires Of The Ascended,
Shurima,,0,2,0,"When an enemy is summoned, destroy me to grant it Vulnerable.",,"Centuries of missteps have taught the Shurimans how to read the sands. Only they know which expanses will stand firm, and which give way. It is all the same to the layman observer.",Polar Engine,Roiling Sands,04SH006,Landmark,NA,NA,,Common,,Landmark,FALSE,4,Empires Of The Ascended,
Shurima,,0,2,0,Countdown 1: Summon an exact copy of the Obliterated unit I replaced.,,"""I like to think of this as 'capturing a moment'."" 
""Ha. Clever.""
- Xetsa and Zinsa, Void Researchers",Polar Engine,Stasis Statue,04SH076T1,Landmark,NA,NA,,None,,Landmark,FALSE,4,Empires Of The Ascended,
Shurima,,0,2,0,"Draw 1.

If you've slain a unit this round, Drain 2 from the enemy Nexus.",,"Sandthrashers primarily recruit from their enemy's ranks. Whoever survives their initial assault is invited to join, or die.",Kudos Productions,Ruinous Path,04SH082,Slow,NA,NA,Slow,Rare,,Spell,TRUE,4,Empires Of The Ascended,
Shurima,,2,2,3,Play: Predict.,,"Throughout his time as a student of chronomancy, Tai had to reconcile his uncertainty with his determination. It was better to have hope in a potential victory than to dwell on what could possibly go wrong.",Kudos Productions,Aspiring Chronomancer,04SH001,NA,NA,NA,,Common,,Unit,TRUE,4,Empires Of The Ascended,
Shurima,,0,2,0,"When I'm summoned, draw 1.

Countdown 2: Draw 1.",,"Zilean shows those he brings to the tower what, precisely, they are looking to restore. It is The Preservationist is able to show them, if only a glimpse at a time.",Polar Engine,Preservarium,04SH013,Landmark,NA,NA,,Rare,,Landmark,TRUE,4,Empires Of The Ascended,
