region_1,region_2,attack,cost,health,effect,level_up_description,flavor_text,artist_name,card_name,card_code,keyword_1,keyword_2,keyword_3,spell_speed,rarity,affiliation,type,collectible,set_number,set_name,level
Shadow Isles,,2,3,2,Last Breath: Revive me at the next Round Start and grant me +1|+1 for each time I've died. ,,The old martyr remembered rallying his comrades to their doom. But it had been years since he could remember why...,SIXMOREVODKA,The Undying,01SI041,Can't Block,Last Breath,NA,,Epic,,Unit,TRUE,1,Foundations,
Shadow Isles,,2,3,4,Attack: Grant me +1|+0 for each Ephemeral ally you have.,,"In death, as in life, he bellows the twisted, dark command. And in death, as in life, Hecarim's loyal knights answer, charging forth to slaughter.",SIXMOREVODKA,Iron Harbinger,01SI031,Fearsome,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Shadow Isles,,0,3,0,"If an ally died this round, deal 4 to a unit.",,"""Our spear sings for the fallen."" - Kalista",Wild Blue Studios,Black Spear,01SI034,Fast,NA,NA,Fast,Common,,Spell,TRUE,1,Foundations,
Shadow Isles,,3,3,2,"When I'm summoned, give other Spider allies +1|+0 and enemies -1|-0 this round.",,"""They can spin a web the size of a man in less than a minute... would you like a demonstration?"" - Elise",SIXMOREVODKA,Frenzied Skitterer,01SI056,Fearsome,NA,NA,,Rare,Spider,Unit,TRUE,1,Foundations,
Shadow Isles,,0,3,0,Summon an exact copy of an ally. It's Ephemeral and 1|1.,,"""I lifted the body from the water to identify the poor soul. As I laid my hand upon its shoulder, it turned and showed its face. It was... me?"" - Arie Wrence, Demacian soldier",Max Grecke,Splinter Soul,01SI028,Slow,NA,NA,Slow,Rare,,Spell,TRUE,1,Foundations,
Shadow Isles,,0,3,0,Revive a random ally that died this round.,,"""The Mist severs spirit from flesh, leaving behind a foul parody of life. I have seen it corrupt my lands, so I go now to those cursed isles, to end this."" - Arie Wrence, Dauntless vindicator",Rafael Zanchetin,Mist's Call,01SI046,Fast,NA,NA,Fast,Common,,Spell,TRUE,1,Foundations,
Shadow Isles,,5,3,5,,,"Some fleeing the Ruination tried diving beneath the waves, believing the corruption wouldn't seep into the depths. They were wrong.",SIXMOREVODKA,Darkwater Scourge,01SI004,Ephemeral,Lifesteal,NA,,Common,,Unit,TRUE,1,Foundations,
Shadow Isles,,7,4,7,"To play me, kill 2 allies.",,"""Put 'em in the cage, tum-te-dum... 
Pluck up every soul, one by one...
Never let ‘em go, no! No sir…
Else them spirits make quite a stir...""",JiHun Lee,Ancient Crocolith,01SI057,NA,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Shadow Isles,,0,4,0,"Deal 3 to each enemy that was summoned this round.

Create a Thresh in your deck.",,"""Nobody escapes."" - Thresh",Kudos Productions,Thresh's The Box,01SI052T2,Fast,NA,NA,Fast,None,,Spell,FALSE,1,Foundations,
Shadow Isles,,0,4,0,Deal 3 to each enemy that was summoned this round.,,"""Nobody escapes."" - Thresh",Kudos Productions,The Box,01SI019,Fast,NA,NA,Fast,Rare,,Spell,TRUE,1,Foundations,
Shadow Isles,,4,4,3,Allegiance: Summon a Mistwraith.,,She appears without a sound. The terrors that follow her are far less subtle.,SIXMOREVODKA,Wraithcaller,01SI016,NA,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Shadow Isles,,3,4,3,"Play: Kill an ally, then revive it.",,There was a time when she sat with her father--a lord curator--as he studied the dusty tomes. He hoped one day she would take on the mantle. But not like this.,SIXMOREVODKA,Chronicler of Ruin,01SI032,NA,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Shadow Isles,,3,5,6,,I've seen 6+ units die.,"""Cling clang, go the chains, someone's out to find you,
Cling clang, oh the chains, the Warden's right behind you...""",SIXMOREVODKA,Thresh,01SI052,Challenger,NA,NA,,Champion,,Unit,TRUE,1,Foundations,0
Shadow Isles,,4,5,4,"When an ally dies, refill your spell mana.",,"He toiled night and day, perfecting his composition. Then, in the blink of an eye, a dark silence blew through him. Others screamed and ran for their lives. He noticed nothing.",SIXMOREVODKA,Tortured Prodigy,01SI051,NA,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Shadow Isles,,4,5,7,"The first time I attack this game, summon another attacking champion from your deck or hand.",,"""You're mine. Forever.""Cling clang, oh the chains, the Warden's right behind you...",SIXMOREVODKA,Thresh,01SI052T1,Challenger,NA,NA,,None,,Unit,FALSE,1,Foundations,1
Shadow Isles,,0,5,0,Steal an enemy follower this round. (Can't play if you have 6 allies or landmarks already.),,He woke to find his hands glistening red and the camp unusually quiet. ,Kudos Productions,Possession,01SI006,Slow,NA,NA,Slow,Rare,,Spell,TRUE,1,Foundations,
Shadow Isles,,4,5,3,Play: Kill an ally to summon a random follower that costs 2 more.,,"Spirits, lend your voices to mine! Together, we will call down a darkness unending!",JiHun Lee,Ethereal Remitter,01SI058,NA,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Shadow Isles,,0,5,0,Drain 3 from any unit.,,The dead want nothing more than to silence the ceaseless pulse of the living.,Kudos Productions,Grasp of the Undying,01SI054,Fast,NA,NA,Fast,Common,,Spell,TRUE,1,Foundations,
Shadow Isles,,0,5,0,Deal 1 to all enemies. Heal your Nexus 3.,,That which kills us makes them stronger.,Kudos Productions,Withering Wail,01SI029,Fast,NA,NA,Fast,Common,,Spell,TRUE,1,Foundations,
Shadow Isles,,5,6,6,Attack: Summon 2 attacking Spectral Riders.,You've attacked with 7+ Ephemeral allies.,That's not thunder. The Shadow of War is on the horizon.,SIXMOREVODKA,Hecarim,01SI042,Overwhelm,NA,NA,,Champion,,Unit,TRUE,1,Foundations,0
Shadow Isles,,6,6,7,"Ephemeral allies have +3|+0.

Attack: Summon 2 attacking Spectral Riders.",,"Listen. Hear him ride. The trampling of hooves. The creak of armor, long-worn and rusted. The ghostly cries of soldiers, echoes of the past. The resounding silence that follows.",SIXMOREVODKA,Hecarim,01SI042T1,Overwhelm,Missing Translation,NA,,None,,Unit,FALSE,1,Foundations,1
Shadow Isles,,0,6,0,"Summon 3 Spiderlings, then grant Spider allies +1|+0. ",,They're hungriest when they hatch.,Kudos Productions,Brood Awakening,01SI050,Slow,NA,NA,Slow,Rare,,Spell,TRUE,1,Foundations,
Shadow Isles,,3,6,7,,,"""As our ships near those haunted lands, I ponder this: did those nightmarish creations originate on these twisted shores? Did they ever truly live?"" - Arie Wrence, Demacian soldier",SIXMOREVODKA,Soulgorger,01SI055,Lifesteal,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Shadow Isles,,0,7,0,Kill a unit.,,"The betrayed invoke Kalista on their dying breath, hoping her spear brings them vengeance.",Max Grecke,Vengeance,01SI001,Fast,NA,NA,Fast,Common,,Spell,TRUE,1,Foundations,
Shadow Isles,,0,7,0,Kill an ally to deal damage equal to its Power to anything.,,Killing means nothing to those who cannot know death.,Kudos Productions,Atrocity,01SI025,Fast,NA,NA,Fast,Rare,,Spell,TRUE,1,Foundations,
Shadow Isles,,4,7,4,"When I'm summoned, revive the strongest dead allied champion.",,"What use does a dying candle have, other than to light its successor?",SIXMOREVODKA,The Rekindler,01SI020,NA,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Shadow Isles,,8,8,6,Play: Kill the 2 weakest enemies if an ally died this round.,,"""We were told... they called it a legend's journey. We were going to... for Demacia's future. We sailed with such hope. But all... all those lives... for what?"" - Arie Wrence, Demacian soldier",SIXMOREVODKA,Rhasa the Sunderer,01SI035,Fearsome,NA,NA,,Epic,,Unit,TRUE,1,Foundations,
Shadow Isles,,6,8,6,Play: Pick an ally in hand. Summon an exact copy of it. It's Ephemeral.,,The Ruination corrupted all those caught in its path. The kind became cruel. The brave became brutal. Reason gave way to resentment.,SIXMOREVODKA,Spectral Matron,01SI044,Fearsome,NA,NA,,Epic,,Unit,TRUE,1,Foundations,
Shadow Isles,,9,9,6,"Play: Deal damage to the enemy Nexus equal to half its Health, rounded up.

Last Breath: Return me to hand.",,"Most spirits lost themselves as the passing years eroded their memories. But anguish anchored Ledros to his past. Some things, even time cannot absolve.",SIXMOREVODKA,Commander Ledros,01SI033,Fearsome,Last Breath,NA,,Epic,,Unit,TRUE,1,Foundations,
Shadow Isles,,0,9,0,Revive the 6 strongest allies that died this game and grant them Ephemeral.,,"On certain nights, a tide of hungry spirits swells the Black Mist. It carries them across the seas to prey on the living, and feed the growing darkness with foul new unlife.",Rafael Zanchetin,The Harrowing,01SI003,Slow,NA,NA,Slow,Epic,,Spell,TRUE,1,Foundations,
Shadow Isles,,0,9,0,Kill ALL units.,,To think something so pure as love could cause something so cruel and inescapable. ,Oliver Chipping,The Ruination,01SI015,Slow,NA,NA,Slow,Epic,,Spell,TRUE,1,Foundations,
Shadow Isles,,5,10,5,Reduce my cost by 1 for each ally that died this game.,,"Once a beast of burden for a kingdom long forgotten, this monster now scavenges across forgotten battlefields, adding scrap to its shell, and the souls of the dead to its core.",SIXMOREVODKA,Scuttlegeist,01SI005,Fearsome,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Shadow Isles,,2,1,1,,,"""Life here… so effortless. Verdant forests... to sprout overnight… quite exquisite. What a treasure this land is. Must preserve… generations."" - Recovered journal",MAR Studio,Sapling,02SI008T3,Ephemeral,Challenger,NA,,None,,Unit,FALSE,2,Rising Tides,
Shadow Isles,,1,1,1,"The first time an ally dies, grant me +2|+2.",,The creatures of the Shadow Isles shed sentimentality long ago. They all must eat.,MAR Studio,Barkbeast,02SI006,NA,NA,NA,,Common,,Unit,TRUE,2,Rising Tides,
Shadow Isles,,0,1,0,Summon a Sapling at the next Round Start.,,"""Wheeeeeeee!"" - Sapling",Kudos Productions,Sapling Toss,02SI009,Burst,NA,NA,Burst,Common,,Spell,TRUE,2,Rising Tides,
Shadow Isles,,1,2,4,Last Breath: Toss 2 and heal your Nexus 2.,,"""...remarkable species… same creature I found as a child... not a day older! I wonder… next town. Perhaps these wonderful fellows will live forever!"" - Recovered journal",MAR Studio,Thorny Toad,02SI007,Last Breath,NA,NA,,Common,,Unit,TRUE,2,Rising Tides,
Shadow Isles,,0,3,0,"Toss 3.

Heal all allies 3.",,"""These Isles will be cleansed."" - Maokai",Kudos Productions,Sap Magic,02SI005,Burst,NA,NA,Burst,Rare,,Spell,TRUE,2,Rising Tides,
Shadow Isles,,3,3,2,"When I'm summoned, Toss 3.",,"""The great treant has continued showing... creatures. This one... to spread life as she wanders... remarkable such... here. These are Blessed Isles indeed!"" - Recovered journal",Wild Blue Studios,Deadbloom Wanderer,02SI010,Lifesteal,NA,NA,,Common,,Unit,TRUE,2,Rising Tides,
Shadow Isles,,0,3,0,"Toss 3.

Heal all allies 3.

Create a Maokai in your deck.",,"""These Isles will be cleansed."" - Maokai",Kudos Productions,Maokai's Sap Magic,02SI008T1,Burst,NA,NA,Burst,None,,Spell,FALSE,2,Rising Tides,
Shadow Isles,,1,3,1,Play: Kill an ally to summon 2 Saplings.,,"""Every heart is a garden where roots may take hold!""",MAR Studio,Blighted Caretaker,02SI004,NA,NA,NA,,Rare,,Unit,TRUE,2,Rising Tides,
Shadow Isles,,1,4,4,"Each round, the first time you play another ally, Toss 2 and summon a Sapling.",Your units have died or your cards have been Tossed 25 times.,"These cursed lands would not break Maokai. The treant's commitment ran too deep, and his fury burned too bright, for anything to stand in his way.",SIXMOREVODKA,Maokai,02SI008,NA,NA,NA,,Champion,,Unit,TRUE,2,Rising Tides,0
Shadow Isles,,2,4,5,"When I Level Up, Obliterate the enemy deck, leaving 4 non-champions.

Round Start: Summon a Sapling.",,"He would destroy the blight within these isles, and restore its long-lost life.",SIXMOREVODKA,Maokai,02SI008T2,Regeneration,NA,NA,,None,,Unit,FALSE,2,Rising Tides,1
Shadow Isles,,2,5,4,"When another ally dies, drain 1 from the enemy Nexus.",,"""Bumped into Niven this... the new ferryman! He rowed us... to... He can certainly hold a tune! Before... must invite him to supper soon."" - Recovered journal",Kudos Productions,Neverglade Collector,02SI001,NA,NA,NA,,Rare,,Unit,TRUE,2,Rising Tides,
Shadow Isles,,5,7,3,"When you summon a follower, kill it to summon an Overgrown Snapvine.",,"""Today... another remarkable... surfaced around... children quite scared. But... posed no threat. Nuzzled... quite a trusting creature. Must forage them more berries!""
- Recovered journal",SIXMOREVODKA,Overgrown Snapvine,02SI002,NA,NA,NA,,Epic,,Unit,TRUE,2,Rising Tides,
Shadow Isles,,6,8,5,"Sea Monster allies have Fearsome. 

Attack: Give enemies -2|-0 this round.

",,They realized the danger too late. The titanic beast opened its gaping maw and surged toward them. The hunters could only wait for death as the endless teeth slowly crunched through their ship.,SIXMOREVODKA,Terror of the Tides,02SI003,Deep,NA,NA,,Epic,Sea Monster,Unit,TRUE,2,Rising Tides,
Shadow Isles,,1,0,1,Last Breath: Create 2 copies of me in the enemy deck.,,"Most of the spirits on the Shadow Isles are utterly terrifying and morbid creatures. A small handful are... well... just really, really annoying.",SIXMOREVODKA,Pesky Specter,03SI015,Ephemeral,Last Breath,NA,,Common,,Unit,TRUE,3,Call Of The Mountain,
Shadow Isles,,0,0,0,Drain 2 from the enemy Nexus.,,What knows you better than your own mind? What can torment you more exquisitely than your own dreams?,Kudos Productions,Torment,03SI006T1,Skill,NA,NA,,None,,Ability,FALSE,3,Call Of The Mountain,
Shadow Isles,,0,1,0,"Drain 1 from a unit and create 2 copies of me in your deck. Once you've cast me 3 times, transform all copies of me everywhere into Pack Your Bags. ",,"""We go hard, 'til we get it, get it
We go hard, we so in it, in it
We Pop Stars (Pop Stars), only winning, winning now
Ain't nobody bringing us down, down, down, down""
- Evelynn, 'POP/STARS'",Kudos Productions,Go Hard,03SI016,Slow,NA,NA,Slow,Epic,,Spell,TRUE,3,Call Of The Mountain,
Shadow Isles,,0,1,0,"The next time you summon an ally this round, give it +1|+0 and SpellShield this round.",,"""Soon as you step outside the Tooth, you'll feel 'em. Fingertips on your nape, light as rain. Them creatures don't budge when you come at 'em, neither. Ain't afraid of my blade or my torch. Nothin'. Awful things."" - Whale's Tooth looter",Kudos Productions,Shroud of Darkness,03SI007,Burst,NA,NA,Burst,Common,,Spell,TRUE,3,Call Of The Mountain,
Shadow Isles,,2,1,1,Nightfall: Give me +2|+0 and Fearsome this round.,,"As the sun melts into pitch, the terrors of this place wake, watch, and wait.",SIXMOREVODKA,Stygian Onlooker,03SI003,NA,NA,NA,,Common,,Unit,TRUE,3,Call Of The Mountain,
Shadow Isles,,2,2,2,Nightfall: Create a copy of me in hand.,,"""It was just a pair of eyes at first, and a lone voice chittering in the shadows. More every time I looked back. Angrier. Louder. Soon as I saw the Tooth, I ran."" - Whale's Tooth looter",SIXMOREVODKA,Evershade Stalker,03SI001,Ephemeral,Fearsome,Can't Block,,Epic,,Unit,TRUE,3,Call Of The Mountain,
Shadow Isles,,0,2,0,"Drain 1 from anything. Create a Nocturne in your deck.

Nightfall: Create a random Nightfall card in hand.",,"""Every passing day saps my spirit, pulls from me the vigor that compelled me to find this place. The Whale's Tooth is full of haggard folk, seemingly lost to all endeavor, and I fear the longer I stay, the more like them I become.""
- Notes of Jens Tommen, historian",Kudos Productions,Nocturne's Unspeakable Horror,03SI005T3,Fast,NA,NA,Fast,None,,Spell,FALSE,3,Call Of The Mountain,
Shadow Isles,,0,2,0,"Drain 1 from anything.

Nightfall: Create a random Nightfall card in hand.",,"""Every passing day saps my spirit, pulls from me the vigor that compelled me to find this place. The Whale's Tooth is full of haggard folk, seemingly lost to all endeavor, and I fear the longer I stay, the more like them I become.""
- Notes of Jens Tommen, historian",Kudos Productions,Unspeakable Horror,03SI002,Fast,NA,NA,Fast,Common,,Spell,TRUE,3,Call Of The Mountain,
Shadow Isles,,0,3,0,"Pick a follower from the top 4 cards in your deck.

Draw it, place the rest into your deck, then create an exact Ephemeral copy in hand.",,"""Go... surround them..."" - Nocturne",Kudos Productions,Stalking Shadows,03SI004,Burst,NA,NA,Burst,Rare,,Spell,TRUE,3,Call Of The Mountain,
Shadow Isles,,0,3,0,Kill an ally with Last Breath to summon a follower from your deck that costs 1 more.,,"""SUPPAH TIIIIME!"" - Ravenous Butcher",Kudos Productions,Gluttony,03SI018,Fast,NA,NA,Fast,Rare,,Spell,TRUE,3,Call Of The Mountain,
Shadow Isles,,0,3,0,"Obliterate all units that were summoned, but not played, this round.",,"""Of course, death is present in Demacia. We see it take our loved ones and know that, someday, it will come for us. But on these isles... I can almost taste death. I feel it in my lungs as I breathe, I hear it whisper in my ear. It is not some abstract notion. It sits with me here. Now. And it will have us all.""
- Notes of Jens Tommen, historian",Kudos Productions,Passage Unearned,03SI012,Fast,NA,NA,Fast,Rare,,Spell,TRUE,3,Call Of The Mountain,
Shadow Isles,,3,3,2,Nightfall: Drain 2 from the enemy Nexus.,,"With each passing night, the travelers grew more weary. Their slumber was restless, and their dreams vivid. Sleep no longer gave respite, and instead pulled the life from their bones.",SIXMOREVODKA,Doombeast,03SI006,NA,NA,NA,,Common,,Unit,TRUE,3,Call Of The Mountain,
Shadow Isles,,0,4,0,Grant ALL allies in deck and hand +2|+2 and Ephemeral.,,"""Mind or body, I fear that the nightmares of the Shadow Isles will break us all eventually, and insanity will reign forever.""
- Notes of Jens Tommen, historian",Kudos Productions,Encroaching Shadows,03SI014,Burst,NA,NA,Burst,Epic,,Spell,TRUE,3,Call Of The Mountain,
Shadow Isles,,0,4,0,Summon a Mistwraith.,,"The mistwraiths move through planes unseen by mortal eyes, appear without warning, and inflict misery on all they encounter.",Kudos Productions,Risen Mists,03SI013,Burst,NA,NA,Burst,Common,,Spell,TRUE,3,Call Of The Mountain,
Shadow Isles,,5,4,3,Nightfall: Grant an enemy Vulnerable and give enemies -1|-0 this round.,You've attacked with 5+ Nightfall allies.,"""It appears that, once enough souls have been shaken, it breaches our world. Only hope can send the monstrosity back to its realm... but hope died here long ago, on a queen's final breath, and with a king's eternal scream.""
- Notes of Jens Tommen, historian",SIXMOREVODKA,Nocturne,03SI005,Fearsome,NA,NA,,Champion,,Unit,TRUE,3,Call Of The Mountain,0
