region_1,region_2,attack,cost,health,effect,level_up_description,flavor_text,artist_name,card_name,card_code,keyword_1,keyword_2,keyword_3,spell_speed,rarity,affiliation,type,collectible,set_number,set_name,level
Bilgewater,,0,2,0,"Deal 1 to three different randomly targeted enemies or the enemy Nexus.

Create a Miss Fortune in your deck.",,"""Guns blazin'!"" - Miss Fortune",Kudos Productions,Miss Fortune's Make it Rain,02BW022T3,Fast,NA,NA,Fast,None,,Spell,FALSE,2,Rising Tides,
Bilgewater,,0,2,0,"Place a card from hand into your deck to draw 2 at the next Round Start. Give them Fleeting.

Create a Twisted Fate in your deck.",,"""I make my own luck."" - Twisted Fate",Kudos Productions,Twisted Fate's Pick a Card,02BW026T1,Burst,NA,NA,Burst,None,,Spell,FALSE,2,Rising Tides,
Bilgewater,,0,2,0,Summon 2 Powder Kegs.,,"""Barrel!"" - Gangplank",Kudos Productions,More Powder!,02BW012,Slow,NA,NA,Slow,Common,,Spell,TRUE,2,Rising Tides,
Bilgewater,,0,2,0,Place a card from hand into your deck to draw 2 at the next Round Start. Give them Fleeting.,,"""I make my own luck."" - Twisted Fate",Kudos Productions,Pick a Card,02BW043,Burst,NA,NA,Burst,Rare,,Spell,TRUE,2,Rising Tides,
Bilgewater,,0,2,0,Deal 1 to three different randomly targeted enemies or the enemy Nexus.,,"""Guns blazin'!"" - Miss Fortune",Kudos Productions,Make it Rain,02BW045,Fast,NA,NA,Fast,Common,,Spell,TRUE,2,Rising Tides,
Bilgewater,,0,3,5,Round Start: Deal 2 to me and summon a Powder Monkey.,,"""This one's a... souvenir. The crew nabbed it from a crazy old rival of mine. Turns out the fool's ramblings about 'ancient, mysterious powers' weren't too far from the truth..."" - Miss Fortune",Kudos Productions,Monkey Idol,02BW034,Immobile,NA,NA,,Rare,,Unit,TRUE,2,Rising Tides,
Bilgewater,,0,3,6,,,"Lively currents of magic weave through Serpent Isles' reefs, nourishing the sea's extraordinary inhabitants.",Kudos Productions,Bubble Bear,02BW019,Attune,Elusive,NA,,Common,,Unit,TRUE,2,Rising Tides,
Bilgewater,,3,3,1,Play: Summon a Powder Keg or a random 1 cost follower.,,"Few things, he learned, could motivate a slacking sailor as promptly as a lit fuse.",SIXMOREVODKA,Petty Officer,02BW008,NA,NA,NA,,Rare,"Yordle, Pirate",Unit,TRUE,2,Rising Tides,
Bilgewater,,3,3,1,Play: Summon a random 1 cost follower.,,"Few things, he learned, could motivate a slacking sailor as promptly as a lit fuse.",SIXMOREVODKA,Petty Officer,02BW008T02,NA,NA,NA,,None,"Yordle, Pirate",Unit,FALSE,2,Rising Tides,
Bilgewater,,3,3,1,Play: Summon a Powder Keg.,,"Few things, he learned, could motivate a slacking sailor as promptly as a lit fuse.",SIXMOREVODKA,Petty Officer,02BW008T01,NA,NA,NA,,None,"Yordle, Pirate",Unit,FALSE,2,Rising Tides,
Bilgewater,,1,3,4,"When I'm summoned or Round Start: Grant me +0|+1 for each card you drew last round, then shuffle my stats.

",,"One prototype spun three bombs and then exploded. Later models had this early ""feature"" removed.",Kudos Productions,Slotbot,02BW016,NA,NA,NA,,Rare,,Unit,TRUE,2,Rising Tides,
Bilgewater,,4,3,1,"When I'm summoned, create a random Sea Monster in hand.",,"The lure of fortune pulls countless crews out beyond the shallows. Those poor souls soon discover how terrifying the waters can be, and why so few return.",SIXMOREVODKA,Jaull Hunters,02BW039,Challenger,NA,NA,,Rare,Pirate,Unit,TRUE,2,Rising Tides,
Bilgewater,,3,3,3,"When allies attack, deal 1 to all battling enemies and the enemy Nexus.",I've seen you attack 4 times.,"""'Miss' Fortune? Out here, you call me 'Captain'.""",SIXMOREVODKA,Miss Fortune,02BW022,NA,NA,NA,,Champion,Pirate,Unit,TRUE,2,Rising Tides,0
Bilgewater,,4,3,4,"When allies attack, deal 1 three times to all battling enemies and the enemy Nexus.",,"""Most people don't get close enough to see the craftsmanship on these guns. Lucky you.""",SIXMOREVODKA,Miss Fortune,02BW022T2,Overwhelm,NA,NA,,None,Pirate,Unit,FALSE,2,Rising Tides,1
Bilgewater,,0,3,0,"When drawn, costs 1 less this round.

Grant an ally +2|+1.",,"""Ain't nothin' like a hot streak to keep the chips comin'."" - Twisted Fate",Kudos Productions,Pocket Aces,02BW061,Burst,NA,NA,Burst,Common,,Spell,TRUE,2,Rising Tides,
Bilgewater,,0,3,0,Summon 2 random 1 cost followers.,,"""Oi, Gav--ain't that the fella we're after? Looks like he found a friend.""
""Is that... Is that a shark-man, Baz?""
""It's also a bunch more gold, mate. Come on..."" - Baz and Gav, aspiring bounty hunters",Kudos Productions,Double Trouble,02BW024,Slow,NA,NA,Slow,Rare,,Spell,TRUE,2,Rising Tides,
Bilgewater,,0,3,0,"Reduce the cost of Sea Monster allies everywhere by 1.

Draw a Sea Monster.",,"Sailors speak in hushed tones of dark days to come; when the seas churn and boil, and unspeakable horrors rise from the waves.",Kudos Productions,Lure of the Depths,02BW023,Burst,NA,NA,Burst,Rare,,Spell,TRUE,2,Rising Tides,
Bilgewater,,0,3,0,"Nab 1.

Plunder: Nab 1 more.",,"What's mine is mine, and what's yours is... also mine.",Kudos Productions,Pilfered Goods,02BW049,Burst,NA,NA,Burst,Common,,Spell,TRUE,2,Rising Tides,
Bilgewater,,0,3,0,Plunder: Draw a random non-champion card from the enemy hand.,,"""Cards ain't about luck. It's about people. You get the folks across the table to doubt themselves? Might as well take all they've got there and then."" - Twisted Fate",Kudos Productions,Sleight of Hand,02BW063,Slow,NA,NA,Slow,Rare,,Spell,TRUE,2,Rising Tides,
Bilgewater,,4,4,4,,,"""Fear not the blasted beast ye know,
For some survive their thunder,
But what of them that broke the bow,
An' took them poor souls under?"" - Found scratched into a Bilgewater tavern beam",SIXMOREVODKA,The Beast Below,02BW041,Deep,NA,NA,,Common,Sea Monster,Unit,TRUE,2,Rising Tides,
Bilgewater,,3,4,3,Allegiance: Nab 1 and create a Warning Shot in hand.,,"""Y'know, friends love to help friends out. And you? I like the shine in your eye and the glint on your cutlass! It is a really, really nice cutlass.""",SIXMOREVODKA,Yordle Grifter,02BW011,NA,NA,NA,,Rare,"Yordle, Pirate",Unit,TRUE,2,Rising Tides,
Bilgewater,,4,4,5,"To play me, discard 2.

Attack: Draw 2 and give them Fleeting.",,"""Ain't nothing to it, most o' the time. Tables are full of fools too busy singing 'emselves hoarse to focus on the game. Not that I mind none. Coin's coin, and it's better in my pocket than theirs.""",JiHun Lee,Brash Gambler,02BW007,NA,NA,NA,,Rare,,Unit,TRUE,2,Rising Tides,
Bilgewater,,2,4,2,"When I'm summoned, draw a spell that costs 3 or less from your deck.",,Zap once completed the Azure Way circuit in just under three minutes. She even had to dodge the Jilldaw's shattered hull near the end! The currents that day were AWESOME.,Kudos Productions,Zap Sprayfin,02BW038,Elusive,Attune,NA,,Epic,,Unit,TRUE,2,Rising Tides,
Bilgewater,,6,4,6,"When I'm summoned, summon a Golden Narwhal for your opponent.",,"The gold that glitters beneath the waves is neither coin nor ingot, but the lustrous horn of the Slaughter Fleet captain's clever adversary.",SIXMOREVODKA,Hunting Fleet,02BW027,NA,NA,NA,,Common,Pirate,Unit,TRUE,2,Rising Tides,
Bilgewater,,2,4,2,Play: Transform an ally into a random 5 cost follower.,,"""Marvolio? Where... Where are my hands?""
""I will-a now make-a them appear! Tadaa! Ahem. Ta... daa...!""
""...WHERE ARE MY HANDS?!""
""OKAY, TIME-A TO GO! THANK-A YOU ALL SO VERY MUCH!""",Kudos Productions,Mystifying Magician,02BW006,NA,NA,NA,,Rare,,Unit,TRUE,2,Rising Tides,
Bilgewater,,5,4,2,,,"Though there may be ambiguity surrounding Fizz's temperament and intentions, there's absolutely none when it comes to Longtooth.",SIXMOREVODKA,Longtooth,02BW046T2,Overwhelm,NA,NA,,None,,Unit,FALSE,2,Rising Tides,
Bilgewater,,0,4,0,"Remove an attacking ally from combat to Rally.

Create a Fizz in your deck.",,"""One jump ahead of you!"" - Fizz",Max Grecke,Fizz's Playful Trickster,02BW046T1,Fast,NA,NA,Fast,None,,Spell,FALSE,2,Rising Tides,
Bilgewater,,2,4,2,Play: Play a Destiny Card.,I've seen you draw 9+ cards.,"""Now, watch the hands, count the cards, and try to keep up. And just remember...""",SIXMOREVODKA,Twisted Fate,02BW026,Quick Attack,NA,NA,,Champion,Pirate,Unit,TRUE,2,Rising Tides,0
Bilgewater,,3,4,3,"Each round, the first 3 times you play a card, I play a Destiny Card.",,"""...it ain't gamblin' if you can't lose.""",SIXMOREVODKA,Twisted Fate,02BW026T3,Quick Attack,NA,NA,,None,Pirate,Unit,FALSE,2,Rising Tides,1
Bilgewater,,0,4,0,"Stun an enemy.

Place that unit into the enemy deck if you have a Nautilus.

Create a Nautilus into your deck.",,"""Drag them down..."" - Nautilus",Kudos Productions,Nautilus' Riptide,02BW053T2,Fast,NA,NA,Fast,None,,Spell,FALSE,2,Rising Tides,
Bilgewater,,0,4,0,Grant an enemy Vulnerable and summon Longtooth.,,"""Shark!"" - Fizz",Kudos Productions,Chum the Waters,02BW025,Slow,NA,NA,Slow,Common,,Spell,TRUE,2,Rising Tides,
Bilgewater,,0,4,0,Remove an attacking ally from combat to Rally.,,"""One jump ahead of you!"" - Fizz",Max Grecke,Playful Trickster,02BW051,Fast,NA,NA,Fast,Rare,,Spell,TRUE,2,Rising Tides,
Bilgewater,,0,4,0,"Stun an enemy.

Place that unit into the enemy deck if you have a Nautilus.",,"""Drag them down..."" - Nautilus",Kudos Productions,Riptide,02BW054,Fast,NA,NA,Fast,Rare,,Spell,TRUE,2,Rising Tides,
Bilgewater,,0,4,0,"Toss 2.

Draw 2.",,Flotsam doesn't stay afloat for long. Any seafarer worth their salt has to be able to quickly discern valuable cargo from common junk...,Kudos Productions,Salvage,02BW029,Burst,NA,NA,Burst,Common,,Spell,TRUE,2,Rising Tides,
Bilgewater,,2,4,4,"When I'm summoned, summon a random 1 cost follower and grant it Scout.",,"""Lift the light from Mother Serpent
To the clouds, up from the waves.
The sky looks down, with gray eyes earnest,
A calm reflection of her gaze.
She smiles, is at peace...""
- prayer to Nagakaborous",Dao Le,Island Navigator,02BW062,Scout,NA,NA,,Rare,,Unit,TRUE,2,Rising Tides,
Bilgewater,,4,5,4,,,"""Swear I seen the strangest things over them reefs, Cap'n. Wha's that lunk put in 'em oranges? Tha's what I wanna know..."" - Petty Officer",Kudos Productions,Slippery Waverider,02BW057,Elusive,Attune,NA,,Common,,Unit,TRUE,2,Rising Tides,
Bilgewater,,0,5,0,"If I'm Tossed, draw me instead.

Deal 5 to ALL units.",,"The deckhands roared as one and hauled the chains, their treasure now just below the calm waters. Little did they know the Seascraw's legendary cannon had one final act in store.",Kudos Productions,Keelbreaker,02BW030T2,Slow,NA,NA,Slow,None,Treasure,Spell,FALSE,2,Rising Tides,
Bilgewater,,0,5,0,"Create 5 random cards in hand. They cost 0 and are Fleeting.

If I'm Tossed, draw me instead.",,"Captain Finn roared out ""Ye earned this, boys! Told ye the Tithe was nothin' but coward feed!"" Some cheered, but not all. The waters seemed to still, save for the bubbles around the Rancour's hull.",Kudos Productions,Treasure Trove,02BW030T1,Slow,NA,NA,Slow,None,Treasure,Spell,FALSE,2,Rising Tides,
Bilgewater,,5,5,5,,,"The terrifying beasts burst through the waves and split the hull with vice-like jaws. Though the sailors begged the Bearded Lady for mercy, their captain's greed had already sealed their fate.",SIXMOREVODKA,Vicious Platewyrm,02BW030T4,Fearsome,Deep,NA,,None,Sea Monster,Unit,FALSE,2,Rising Tides,
Bilgewater,,0,5,0,"If I'm Tossed, draw me instead.

Summon 3 Vicious Platewyrms.",,"The grizzled captain held his shining quarry aloft and roared out ""This'll keep us fer life!"" Heady cheers rang out from the crew, while around their brig, the waters began to churn...",Kudos Productions,Platewyrm Egg,02BW030T3,Slow,NA,NA,Slow,None,Treasure,Spell,FALSE,2,Rising Tides,
Bilgewater,,4,5,4,Play: Grant an enemy Vulnerable.,,"""I've heard he'll swim miles to find his mark, 'n when he finds 'em, he never misses his shot. Not sure if he's a man or a fish, but it's clear he knows these waters far better'n we do."" - Jagged Butcher",Alex Heath,Razorscale Hunter,02BW021,Scout,NA,NA,,Rare,,Unit,TRUE,2,Rising Tides,
Bilgewater,,3,5,3,"Nexus Strike: Draw 1.

",,"""Aye aye, they cried, and set off away,
To see to trouble in fair Nashramae,
But nature, she turned, and many did die,
An' the rest are off to see the all-seein' eye!"" - ""The All-Seeing Eye""",Kudos Productions,Abyssal Eye,02BW037,Elusive,Deep,NA,,Rare,Sea Monster,Unit,TRUE,2,Rising Tides,
Bilgewater,,5,5,5,"When I'm summoned, summon a Powder Keg.",You've damaged the enemy Nexus in 5 different rounds.,"""Don't stare too long, lest he catches you lookin'. And don't speak ill of him, for he hears all Bilgewater's whispers. Here he comes. Chin low. Eyes lower."" - Dreadway deckhand",SIXMOREVODKA,Gangplank,02BW032,Overwhelm,NA,NA,,Champion,Pirate,Unit,TRUE,2,Rising Tides,0
Bilgewater,,6,5,6,"When I'm summoned or Round Start: Summon a Powder Keg.

Attack: Deal 1 to all enemies and the enemy Nexus.",,"""Seen his eyes enough to know. Ain't nothin' but pure anger there. Someday, the boss'll do to Bilgewater what it did to him."" - Petty Officer",SIXMOREVODKA,Gangplank,02BW032T3,Overwhelm,NA,NA,,None,Pirate,Unit,FALSE,2,Rising Tides,1
Bilgewater,,0,5,0,"Deal 2 to an enemy.

If this kills it, deal 4 to the enemy Nexus.",,"""I always shoot first."" - Miss Fortune",Kudos Productions,Double Up,02BW031,Fast,NA,NA,Fast,Rare,,Spell,TRUE,2,Rising Tides,
Bilgewater,,4,6,4,"Play: Obliterate an enemy with less Health than me.

",,"""I was sailing just the other day,
Out beyond Bilgewater Bay,
When, from the depths, she came my way,
the Wing-Eared Sunken Lady..."" - ""Ballad of the Wing-Eared Sunken Lady""",Kudos Productions,Devourer of the Depths,02BW056,Deep,NA,NA,,Epic,Sea Monster,Unit,TRUE,2,Rising Tides,
Bilgewater,,4,6,5,"Plunder: Heal allies and your Nexus 3, then Rally.

",,"""All sailors think they so tough! Grr this. Yarr that. Yes yes. Very good. But you still need orange! Make skin pretty, make teeth stay, and make me happy. So you eat, or you swim. Easy.""",SIXMOREVODKA,Citrus Courier,02BW017,NA,NA,NA,,Rare,,Unit,TRUE,2,Rising Tides,
Bilgewater,,6,6,5,"When I'm summoned, grant all enemies Vulnerable.",,"There may be no law in Bilgewater, yet a handful of brave souls within the city's boisterous walls are unafraid of enforcing their own idea of justice.",SIXMOREVODKA,Sheriff Lariette Rose,02BW035,NA,NA,NA,,Epic,,Unit,TRUE,2,Rising Tides,
Bilgewater,,0,6,0,Plunder: Place a follower in play into your hand.,,"""Yer workin' fer us now!"" - Petty Officer",Kudos Productions,Strong-arm,02BW003,Slow,NA,NA,Slow,Rare,,Spell,TRUE,2,Rising Tides,
Bilgewater,,7,7,5,"When I'm summoned, Toss 2 and create 2 Treasures in your deck.

",,"""These days, there's more treasure 'neath the waves than above 'em, I wager. Would be easy enough pickins, if 'tweren't for her."" - Jagged Butcher",Kudos Productions,Shipwreck Hoarder,02BW030,Deep,NA,NA,,Epic,Sea Monster,Unit,TRUE,2,Rising Tides,
Bilgewater,,3,7,4,Plunder: Reduce the cost of allies in your hand and deck by 2.,,"""Come with us on a musical journey! Enjoy tunes from across Runeterra! Just remember--coin's required for entry, and tips are deeply appreciated..."" - Show promoter",Chin LikHui,Smooth Soloist,02BW050,Elusive,NA,NA,,Rare,,Unit,TRUE,2,Rising Tides,
Bilgewater,,3,7,7,"When I'm summoned, draw a Miss Fortune.

While I'm attacking, all your spells and skills deal 1 extra damage.",,There's no mistaking the Syren. Her broad pearly sails and polished woodwork leave her as sleek and decorated as the captain at her helm.,SIXMOREVODKA,The Syren,02BW015,Scout,NA,NA,,Epic,Pirate,Unit,TRUE,2,Rising Tides,
Bilgewater,,0,7,12,,"When you are Deep.  When I level up, copy Tossed allies that cost 4+ into your deck.","""'Twas an anchor what broke the Rancour. Pulled Finn down, an' all. Just a handful of us left now, but night's coming... and the cold. I'm sorry, Ma. You were right. The Titan lives."" - Recovered note",SIXMOREVODKA,Nautilus,02BW053,Tough,Fearsome,NA,,Champion,,Unit,TRUE,2,Rising Tides,0
Bilgewater,,13,7,13,Sea Monster allies cost 4 less.,,"All pay the tithe, one way or another.",SIXMOREVODKA,Nautilus,02BW053T1,Tough,Fearsome,NA,,None,,Unit,FALSE,2,Rising Tides,1
Bilgewater,,0,7,0,"This round, grow all allies' Power and Health to the number of spells you've cast this game. ",,The currents and tides around Bilgewater are rightly feared for their strength and sudden turns. But no sailor knows the true power within those waters.,Kudos Productions,Mind Meld,02BW042,Slow,NA,NA,Slow,Epic,,Spell,TRUE,2,Rising Tides,
Bilgewater,,0,7,0,"Toss 3.

Deal 7 to a unit.",,"""If it sinks 'em, it was worth it."" - Bilgewater saying",Kudos Productions,Scrapshot,02BW059,Fast,NA,NA,Fast,Rare,,Spell,TRUE,2,Rising Tides,
Bilgewater,,6,8,4,Plunder: Cast Cannon Barrage 6 times on randomly targeted enemies.,,"""Sail past the sailors, sail past the wreck,
The battle's already over.
The smoke's cleared the water, their captain's met Rex,
And their ship's ripped an' torn timber."" - ""Home With You, Sally""",MAR Studio,Riptide Rex,02BW028,NA,NA,NA,,Epic,,Unit,TRUE,2,Rising Tides,
Bilgewater,,4,8,6,"When I'm summoned, draw a Gangplank. Double all damage dealt by your skills, spells and allies.",,"""Ohhhh, best say yer farewells and draw down the sails,
For the Dreadway's a-comin'.
We're off to the deep, where graves're replete,
'Cuz the Dreadway's a-comin'!"" - ""The Dreadway's a-Comin'""",SIXMOREVODKA,The Dreadway,02BW002,Fearsome,Missing Translation,NA,,Epic,Pirate,Unit,TRUE,2,Rising Tides,
Bilgewater,,0,0,0,Deal 2 to an ally to deal 2 to the enemy Nexus.,,"""Daub 'em with your blood, and set the sharks loose."" - Jack, the Winner",Kudos Productions,Sleep with the Fishes,03BW006T1,Slow,Fleeting,NA,Slow,None,,Spell,FALSE,3,Call Of The Mountain,
