region_1,region_2,attack,cost,health,effect,level_up_description,flavor_text,artist_name,card_name,card_code,keyword_1,keyword_2,keyword_3,spell_speed,rarity,affiliation,type,collectible,set_number,set_name,level
Piltover & Zaun,Bandle City,1,1,1,Nexus Strike: Plant 5 Poison Puffcaps on random cards in the enemy deck.,You've planted 15+ Poison Puffcaps.,"""Bandle Scout Rule 154: Never fear the unknown! Rule 276: Denizens of the woodlands are our friends! Rule 354: If it's fuzzy, it might be safe to pet but certainly isn't safe to eat! Rule 417...""",SIXMOREVODKA,Teemo,01PZ008,Elusive,NA,NA,,Champion,Yordle,Unit,TRUE,1,Foundations,0
Piltover & Zaun,Bandle City,2,1,2,Nexus Strike: Double the Poison Puffcaps in the enemy deck.,,"""... make sure you're out of the blast zone!""",SIXMOREVODKA,Teemo,01PZ008T2,Elusive,NA,NA,,None,Yordle,Unit,FALSE,1,Foundations,1
Piltover & Zaun,,0,1,0,"Plant 5 Poison Puffcaps on random cards in the enemy deck.

Create a Teemo in your deck.",,"First, the soft thump as the puffcap pops. Next, searing, debilitating pain. Finally, the distant sound of giggles...",Kudos Productions,Teemo's Mushroom Cloud,01PZ008T1,Burst,NA,NA,Burst,None,,Spell,FALSE,1,Foundations,
Piltover & Zaun,,1,1,1,,,"""It occurred to me earlier that--with only two hands--I can only maximally operate two wrenches! My solution: MORE HANDS. Oho! I jest. A WRENCHBOT!""
- Heimerdinger's Lab Notes, Vol. 1",SIXMOREVODKA,Mk1: Wrenchbot,01PZ056T4,NA,NA,NA,,None,Tech,Unit,FALSE,1,Foundations,
Piltover & Zaun,,1,1,1,,,Everyone tries to chase it down. Poor little thing just wants to play in puddles!,SIXMOREVODKA,Scrap Scuttler,01PZ032,NA,NA,NA,,None,,Unit,FALSE,1,Foundations,
Piltover & Zaun,,0,1,0,"When cast or discarded, summon a Scrap Scuttler.",,"With a handful of scrap and mere moments left, the young inventor recalled an unusual source of inspiration: a creature she once saw scuttling along the rivers of a distant jungle.",Kudos Productions,Jury-Rig,01PZ028,Burst,NA,NA,Burst,Common,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,0,1,0,Plant 5 Poison Puffcaps on random cards in the enemy deck.,,"First is the soft thump as the puffcap pops. Next, searing, debilitating pain. Finally, the distant sound of giggles...",Kudos Productions,Mushroom Cloud,01PZ010,Burst,NA,NA,Burst,Common,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,2,1,1,Play: Discard a card to draw 1.,,"""You'd think the sumprats would look after their own.""
""Too busy basking in their self-pity, brother.""
""Shame. Ah... have you seen my purse?""",SIXMOREVODKA,Zaunite Urchin,01PZ045,NA,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,1,1,1,,,"Her first launch was pure accident: she slipped inside a Progress Day cannon while preening herself. Now she's the toast of Piltover, arcing across the sky to the adoring gasps of the crowds below.",SIXMOREVODKA,Daring Poro,01PZ020,Elusive,NA,NA,,Common,Poro,Unit,TRUE,1,Foundations,
Piltover & Zaun,,0,1,0,Pick a card in hand. Create 4 exact copies of it in your deck.,,Imitation is the sincerest form of thievery.,Kudos Productions,Counterfeit Copies,01PZ046,Burst,NA,NA,Burst,Rare,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,30,1,30,,,Your end is MEOW.,SIXMOREVODKA,Catastrophe,01PZ033T1,Overwhelm,NA,NA,,None,,Unit,FALSE,1,Foundations,
Piltover & Zaun,,1,1,2,"When you draw a card, give me +1|+0 this round.",,"Imagination is the spark of great invention. Yet, it is research that makes the spark a conflagration.",SIXMOREVODKA,Astute Academic,01PZ055,NA,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,2,2,1,,,"""Safety precautions for the laboratory! Recent postings have mentioned young Jayce's workshop was raided by thieves. Ha--local intruders, beware!""
- Heimerdinger's Lab Notes, Vol. 2",SIXMOREVODKA,Mk2: Evolution Turret,01PZ056T7,Tough,NA,NA,,None,Tech,Unit,FALSE,1,Foundations,
Piltover & Zaun,,3,2,1,,,How does she aim? That's an excellent question.,SIXMOREVODKA,Academy Prodigy,01PZ018,Quick Attack,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,2,2,1,"When I'm summoned, refill 2 spell mana.",,"Not everyone is cut out to further progress in Piltover immediately. Some need a little guidance--those who look at invention through the wrong lens, for instance.",SIXMOREVODKA,Eager Apprentice,01PZ019,NA,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,1,2,3,Attack: Deal 2 to the enemy Nexus.,,"""You sure about this?""
""Nope.""
""You were supposed to say 'yes'.""
""You weren't supposed to ask.""",SIXMOREVODKA,Boomcrew Rookie,01PZ054,NA,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,0,2,0,"Deal 2 to anything.

Create an Ezreal in your deck.",,"""I. Never. Miss. But I have been known to fire a warning shot or two..."" - Ezreal",Max Grecke,Ezreal's Mystic Shot,01PZ036T2,Fast,NA,NA,Fast,None,,Spell,FALSE,1,Foundations,
Piltover & Zaun,,0,2,0,Deal 2 to anything.,,"""I. Never. Miss. But I have been known to fire a warning shot or two..."" - Ezreal",Max Grecke,Mystic Shot,01PZ052,Fast,NA,NA,Fast,Common,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,0,2,0,"To play, discard up to 2 cards. Draw 1 for each card you discarded.",,"""Oooooh, boy--FIVE ENFORCERS AND A GOLEM? Waitaminute! I have just the thing! Soooooomewhere..."" - Jinx",Max Grecke,Rummage,01PZ001,Burst,NA,NA,Burst,Common,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,0,2,0,Summon 2 Scrap Scuttlers.,,"Two gentle creatures, once separated by an impassable lane of land, were finally brought together in the tepid waters of the Sump.",Kudos Productions,Scrapdash Assembly,01PZ057,Slow,NA,NA,Slow,Common,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,2,2,2,"When I'm summoned, create a Mushroom Cloud in hand.",,"""Mhm, that's right! Clumps of 'em, sneakin' around! They SEEM crazy, but you just don't see. Not like me! They've big plans! Big plans. Puffcaps. Cheese... sorbet. Where was I?"" - Puffcap Peddler",SIXMOREVODKA,Clump of Whumps,01PZ053,NA,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,0,2,2,"When I'm discarded, summon me.",,"""GET 'EM, CHOMPIES!"" - Jinx",SIXMOREVODKA,Flame Chompers!,01PZ012,Challenger,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,1,2,3,Support: Give my supported ally Elusive this round.,,"For many Piltovans, the great unknown is explored through science and invention, safe within their City of Progress. But a handful embark for the horizon to discover a much greater unknown: the world.",SIXMOREVODKA,Intrepid Mariner,01PZ042,NA,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,0,2,0,Grant an ally Elusive.,,"""Pilties always think they know everything, but their maps only show the places we told 'em about! Nothing like local knowledge. Which you can have... for a price."" - Ajuna Lem, Sumpsnipe Scavenger",Kudos Productions,Sumpworks Map,01PZ026,Burst,NA,NA,Burst,Common,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,3,2,2,Nexus Strike: Create in hand an exact copy of a random spell from the enemy's deck.,,"Those cast below the City of Progress were expected to turn on each other. But instead they bonded, found their feet as one, and created a new home. It wasn't much, but it was theirs. Zaun.",SIXMOREVODKA,Chempunk Pickpocket,01PZ043,NA,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,0,3,0,"To play, discard 1. Deal 3 to anything.

Create a Jinx in your deck.",,"""FIRE IN THE CABOODLE!"" - Jinx",Original Force,Jinx's Get Excited!,01PZ040T3,Fast,NA,NA,Fast,None,,Spell,FALSE,1,Foundations,
Piltover & Zaun,,2,3,4,Support: Create 4 copies of the supported ally in your deck.,,"The boom of the cannons drew crowds toward the plaza, eager to see the show. It would take them weeks to wash the last of the confetti from their hair.",SIXMOREVODKA,Parade Electrorig,01PZ007,NA,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,3,3,1,,,"""Ah, the sweet smell of science! I have successfully upgraded my turrets! I must say... this model's appearance sends hypothermic waves through my vertebrae! Brr!""
- Heimerdinger's Lab Notes, Vol. 3",SIXMOREVODKA,Mk3: Apex Turret,01PZ056T8,Fearsome,NA,NA,,None,Tech,Unit,FALSE,1,Foundations,
Piltover & Zaun,,3,3,3,"When you cast a spell, plant 3 Poison Puffcaps on random cards in the enemy deck.",,"""These any good?""
""Of course! They're all top notch! Spoke to them myself!""
""Okay hand em--wait what?""
""Mmhmm! Getting married, this one!""
""How many have you had...?""
""--to a barnacle!""",SIXMOREVODKA,Puffcap Peddler,01PZ025,Imbue,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,0,3,0,Give an ally +4|+0 and Quick Attack this round.,,"""It kinda tickles when it starts to glow. That's normal... right?"" - Ezreal",Original Force,Rising Spell Force,01PZ050,Burst,NA,NA,Burst,Common,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,3,3,2,"When I'm summoned, summon 2 Caustic Casks.",,"""Ziel sent ya? I told him, what's his is his. Can't refund somethin' I ain't ever seen before, can I? But, as it happens, I just received a batch of new casks I could be persuaded to part with...""",SIXMOREVODKA,Used Cask Salesman,01PZ017,NA,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,4,3,3,Play: Discard a card to draw 1.,,"In the Sump, waste is never wasted.",SIXMOREVODKA,Sump Dredger,01PZ038,NA,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,1,3,3,Nexus Strike: Create a Fleeting Mystic Shot in hand.,You've targeted enemies 6+ times.,"""Goggles? Check. Scarf? Check. Awesome gauntlet-with-magical-properties-that-I-totally understand? Check, check, aaaand check!""",SIXMOREVODKA,Ezreal,01PZ036,Elusive,NA,NA,,Champion,,Unit,TRUE,1,Foundations,0
Piltover & Zaun,,2,3,4,"Nexus Strike: Create a Fleeting Mystic Shot in hand.

When you cast a spell, deal 1 to the enemy Nexus. If it targeted an enemy, deal 2 to the enemy Nexus instead.",,"""Impossible is my favorite kind of possible!""",SIXMOREVODKA,Ezreal,01PZ036T1,Elusive,Imbue,NA,,None,,Unit,FALSE,1,Foundations,1
Piltover & Zaun,,2,3,5,,,KILL. CRUSH. DESTROY. REPEAT.,Dao Le,Golden Crushbot,01PZ059,NA,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,1,3,1,"When you cast a spell, grant me +1|+1.",,"""Any simpleton can build a machine, but it takes extraordinary acumen to infuse a mechanized mind with TRUE progress! Soon enough those damned bureaucrats will come crawling back..."" - Klas Henwick",SIXMOREVODKA,Assembly Bot,01PZ003,Imbue,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,0,3,0,"To play, discard 1.

Deal 3 to anything.",,"""FIRE IN THE CABOODLE!"" - Jinx",Original Force,Get Excited!,01PZ039,Fast,NA,NA,Fast,Rare,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,0,3,0,"Create in hand a random 6+ cost spell from your regions.

Refill your spell mana.",,It only takes one epiphany to launch a legacy.,Kudos Productions,Flash of Brilliance,01PZ016,Burst,NA,NA,Burst,Common,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,2,3,3,,,"""Personal flying machines? A pipe dream! I just had my apprentice throw the latest prototype out, in fact. Now, where is he?"" - Piltovan engineer",SIXMOREVODKA,Amateur Aeronaut,01PZ009,Elusive,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,4,4,3,,I see your hand is empty.,"""What'samatter, Fishbones?""
""I'm worried about you, Jinx! Every time you get bored, you...""
""...want to blow something up! Great idea, Fishbones!""",SIXMOREVODKA,Jinx,01PZ040,Quick Attack,NA,NA,,Champion,,Unit,TRUE,1,Foundations,0
Piltover & Zaun,,5,4,4,"Round Start: Draw 1.

Each round, the first time you empty your hand, create a Super Mega Death Rocket! in hand.",,"""It's all just fun and games until something gets blown up - then it's a PARTY!""",SIXMOREVODKA,Jinx,01PZ040T1,Quick Attack,NA,NA,,None,,Unit,FALSE,1,Foundations,1
Piltover & Zaun,,4,4,1,,,"""PROGRESS CONTINUES! I have finally found a way to combine the raw power of hexenergy with my ball tosser! I present, the STORMLOBBER! Now to sleep.""
- Heimerdinger's Lab Notes, Vol. 4",SIXMOREVODKA,Mk4: Stormlobber,01PZ056T9,Overwhelm,NA,NA,,None,Tech,Unit,FALSE,1,Foundations,
Piltover & Zaun,,1,4,3,Play: Pick a follower. Transform me into an exact copy of it.,,"""Hello, fellow Chem-Barons!""",SIXMOREVODKA,Shady Character,01PZ030,NA,NA,NA,,Rare,Yordle,Unit,TRUE,1,Foundations,
Piltover & Zaun,,3,4,2,"When I'm summoned, create in hand a random card from your regions for each Back Alley Barkeep you've summoned this game. ",,"""Yeah mate, it's got a slight kick the same way the Sump's got a slight smell. Bucket's by the songspinner.""",SIXMOREVODKA,Back Alley Barkeep,01PZ002,NA,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,0,4,0,"Deal 1 to an enemy or the enemy Nexus, and 1 to another.

Draw 1.",,"""And that's how we discovered arc discharge! Of course, my predecessor had hypothesized such an event, but underestimated the arc's reach. Poor fellow..."" - Heimerdinger",Kudos Productions,Statikk Shock,01PZ031,Fast,NA,NA,Fast,Rare,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,4,4,3,Allegiance: Create a Sumpworks Map in hand. It costs 0 this round.,,"The Zaunite kids soon started exploring the old mining tunnels and deeper levels of the Lanes. What a world they discovered. What friends they found.
",SIXMOREVODKA,Sumpsnipe Scavenger,01PZ034,NA,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,3,4,3,Last Breath: Create in hand a random Epic card from your regions.,,"""I was an angry man, then, and broke my competitors as I accrued money and fame. I now direct my fortune toward altruism, and hope that my penitent winter will absolve me of my misdeeds.""",SIXMOREVODKA,Eminent Benefactor,01PZ029,Last Breath,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,1,4,3,All of your spells and skills deal 1 extra damage.,,"""You want extra boom, do ya? Well, you've come to the right place!""",SIXMOREVODKA,Funsmith,01PZ051,NA,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,2,4,3,"When you summon a 1 cost ally, grant it +2|+2.",,"""Today I present to the committee my newest invention, as demonstrated by my esteemed colleague...""",SIXMOREVODKA,Professor von Yipp,01PZ023,NA,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,4,4,3,"When I'm summoned, create 2 Mushroom Clouds in hand.",,"""Seen a big 'un, mmhmm! She's heavy as a horse and crafty as a krug. Gotta keep yer eye on her, I tells ya. That ol’ tomato’s the queen of the clump for a reason!"" - Puffcap Peddler",SIXMOREVODKA,Chump Whump,01PZ058,NA,NA,NA,,Rare,Yordle,Unit,TRUE,1,Foundations,
Piltover & Zaun,Bandle City,2,5,4,"When you cast a spell, create a Fleeting Turret in hand with equal cost. It costs 0.",I've seen you summon 12+ Power of Tech allies.,"""Mad scientist? Pft! I'm clearly a very-stable-if-slightly-disorganized-and-eclectic scientist, thank you very much!""",SIXMOREVODKA,Heimerdinger,01PZ056,Imbue,NA,NA,,Champion,Yordle,Unit,TRUE,1,Foundations,0
Piltover & Zaun,Bandle City,3,5,5,"When you cast a spell, create a Fleeting Turret in hand with equal cost. Grant it +1|+1 and it costs 0.",,"""PROGRESSSSS!""",SIXMOREVODKA,Heimerdinger,01PZ056T10,Imbue,NA,NA,,None,Yordle,Unit,FALSE,1,Foundations,1
Piltover & Zaun,,5,5,1,,,"""After a few production issues--propulsion and guidance, predominantly--I am ready to unveil my PROPELLED COMBUSTIBLES! ...must work on a better name.""
- Heimerdinger's Lab Notes, Vol. 5",SIXMOREVODKA,Mk5: Rocket Blaster,01PZ056T2,Quick Attack,NA,NA,,None,Tech,Unit,FALSE,1,Foundations,
Piltover & Zaun,,0,5,0,"If you've played 20 cards with different names this game, summon Catastrophe. ",,"""In the end, all of us who worked toward von Yipp's vision were deceived. We knew not what we wrought--what terrible power we would unleash."" - Piltovan Project engineer",Kudos Productions,Purrsuit of Perfection,01PZ033,Slow,NA,NA,Slow,Epic,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,5,5,4,Nexus Strike: Summon an exact copy of me.,,"""Mr. Berz, we found you asleep INSIDE the vault, covered in golden cogs and clutching the safe's broken door.""
""Weren't me. Jus' some fella wot look like me.""
""You're still holding the door.""
""Prove it.""",SIXMOREVODKA,Midenstokke Henchmen,01PZ021,NA,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,0,5,0,"If you've played 15 cards with different names this game, summon Catastrophe. ",,"""In the end, all of us who worked toward von Yipp's vision were deceived. We knew not what we wrought--what terrible power we would unleash."" - Piltovan project engineer",Kudos Productions,Accelerated Purrsuit,01PZ060,Slow,NA,NA,Slow,Epic,,Spell,FALSE,1,Foundations,
Piltover & Zaun,,5,5,2,Play: Deal 1 to all enemies.,,"""...his solo quickly plunges through a harmonic minor scale before arpeggiating--yes that's a word--into the bridge's transposition. You likely can't even comprehend his work."" - Max Bliff, gatekeeper",SIXMOREVODKA,Chempunk Shredder,01PZ044,NA,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,4,5,4,Grant me +4|+0 and Quick Attack once you've cast a 6+ cost spell this game.,,"Name: Klas Henwick, Age: 51, License Type: Class 2 Conditional, Status: Revoked, Comments: Ignored repeated warnings to reduce output following lab explosion (Case 13X764NM). DO NOT PERMIT ENTRY.",SIXMOREVODKA,Unstable Voltician,01PZ024,NA,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,3,6,3,Play: Discard your hand. Draw 3. Deal 3 to an enemy.,,"His dreams cost him his hands, yet he persisted. Nothing would stand in his way.",SIXMOREVODKA,Augmented Experimenter,01PZ013,NA,NA,NA,,Epic,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,6,6,1,,,"""I seem to have misplaced my latest work. And my mezzanine. I'm concerned about my bot, but the shrieking from the ceramics research laboratory gives me hope!""
- Heimerdinger's Lab Notes, Vol. 6",SIXMOREVODKA,Mk6: Floor-B-Gone,01PZ056T6,Elusive,NA,NA,,None,Tech,Unit,FALSE,1,Foundations,
Piltover & Zaun,,5,6,5,"When I'm targeted and survive, draw 1.",,"Heir apparent to Piltover's prestigious Clan Medarda, Jae preferred hunting ancient artifacts over managing the family business... much to his father's chagrin.",SIXMOREVODKA,Jae Medarda,01PZ035,NA,NA,NA,,Epic,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,0,6,0,Transform a follower into an exact copy of another follower.,,"""YOU KEPT SAYING YOU WANTED TO LOSE WEIGHT.""
""SO YOU TURNED ME INTO A YORDLE?!""
""YOU LOST WEIGHT!""
""...I'M ALSO A YORDLE!""",Kudos Productions,Hextech Transmogulator,01PZ005,Fast,NA,NA,Fast,Rare,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,0,6,0,Summon an Illegal Contraption.,,"""Their mishaps come in countless flavors: tremors from distant explosions, putrid fumes from the fissures. Soon enough, one of those fools will tear our city down."" - Piltovan philanthropist",Kudos Productions,Unlicensed Innovation,01PZ014,Slow,NA,NA,Slow,Common,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,5,6,5,,,"""Absolutely NOT regulation hardware."" - Safety Inspections Officer, Piltovan Bureau of Safety Inspections",SIXMOREVODKA,Illegal Contraption,01PZ014T1,NA,NA,NA,,None,,Unit,FALSE,1,Foundations,
Piltover & Zaun,,7,7,1,,,"""I dreamt of a great mechanical beast, obeying my every command! I MUST realize this vision. First, stability tests, then ordnance and armor evaluation...""
- Heimerdinger's Lab Notes, Vol. 7",SIXMOREVODKA,Mk7: Armored Stomper,01PZ056T5,Barrier,NA,NA,,None,Tech,Unit,FALSE,1,Foundations,
Piltover & Zaun,,0,7,0,"Deal 3 to an enemy or the enemy Nexus, 2 to another, and 1 to another.",,"""When you've got talent, there's no such thing as a lucky shot."" - Ezreal",Max Grecke,Trueshot Barrage,01PZ004,Slow,NA,NA,Slow,Epic,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,0,8,0,"Draw 3, then reduce those cards' costs by 1.

Create a Heimerdinger in your deck.",,"PROGRESS DAY!
Celebrate at the PLAZA OF THE SUN GATES!
See HEXTECH WONDERS!
Gasp at the DARING PORO!
Hear the MAN OF TOMORROW speak on the STATE OF TODAY!
FREE entry! 
Piltovan children welcome!",Kudos Productions,Heimerdinger's Progress Day!,01PZ056T3,Burst,NA,NA,Burst,None,,Spell,FALSE,1,Foundations,
Piltover & Zaun,,8,8,8,,,"""IT'S FINALLY COMPLETE! SIX-HUNDRED AND FIFTY-TWO FEET OF ROTARY-TEMPERED, HEX-PLATED, QUADRANIUM-CELL-POWERED STOMPING!!! My finest work, if I daresaysomyself.""
- Heimerdinger's Lab Notes, Vol. 8",SIXMOREVODKA,T-Hex,01PZ015,NA,NA,NA,,None,Tech,Unit,FALSE,1,Foundations,
Piltover & Zaun,,0,8,0,"Draw 3, then reduce those cards' costs by 1.",,"PROGRESS DAY!
Celebrate at the PLAZA OF THE SUN GATES!
See HEXTECH WONDERS!
Gasp at the DARING PORO!
Hear the MAN OF TOMORROW speak on the STATE OF TODAY!
FREE entry! 
Piltovan children welcome!",Kudos Productions,Progress Day!,01PZ049,Burst,NA,NA,Burst,Epic,,Spell,TRUE,1,Foundations,
Piltover & Zaun,,6,9,6,Play: Obliterate the top 5 cards of your deck to deal 1 to all enemies and the enemy Nexus for each spell obliterated.,,"""The narrow-minded Piltovans know only gears and metal, and cannot appreciate the delicate art in every stem, every petal, every cell of my cultivair. I will craft them an undeservedly graceful doom.""",SIXMOREVODKA,Corina Veraza,01PZ048,NA,NA,NA,,Epic,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,6,10,6,Reduce my cost by 1 for each spell you've cast this game.,,You have twenty seconds to comply.,SIXMOREVODKA,Plaza Guardian,01PZ006,Quick Attack,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Piltover & Zaun,,3,2,2,"When I'm summoned, ALL players draw 1.",,"Some officers rely on their instincts to crack a case. Others lean on their contacts. But Officer J.S. Harknor's strength is pure diligence, and paperwork. Lots and lots of paperwork.",SIXMOREVODKA,Veteran Investigator,02PZ010,NA,NA,NA,,Common,Yordle,Unit,TRUE,2,Rising Tides,
Piltover & Zaun,,0,2,0,Create in hand a random 2 cost card from your regions. It costs 0 this round.,,"""And thus,"" Officer Harknor announced, ""the trail leads us to...""",Kudos Productions,Trail of Evidence,02PZ009,Burst,NA,NA,Burst,Common,,Spell,TRUE,2,Rising Tides,
Piltover & Zaun,,0,3,0,"Give an ally +2|+0 this round.

Create a Fleeting Vault Breaker in hand.",,"""I let my hands do the talking."" - Vi",Kudos Productions,Vault Breaker,02PZ004,Burst,NA,NA,Burst,Rare,,Spell,TRUE,2,Rising Tides,
Piltover & Zaun,,0,3,0,"Give an ally +2|+0 this round.

Create a Fleeting Vault Breaker in hand.

Create a Vi in your deck.",,"""I let my hands do the talking."" - Vi",Kudos Productions,Vi's Vault Breaker,02PZ008T1,Burst,NA,NA,Burst,None,,Spell,FALSE,2,Rising Tides,
Piltover & Zaun,,4,3,3,"When I'm drawn, I cost 1 less this round.",,Warden Mir's sprinting technique was a running joke among the other enforcers. Warden Kepple didn't get it.,SIXMOREVODKA,Patrol Wardens,02PZ005,NA,NA,NA,,Common,,Unit,TRUE,2,Rising Tides,
Piltover & Zaun,,0,4,0,"When drawn, costs 2 less this round.

Deal 3 to a unit.",,"""Mind trying on these handcuffs, Mr. Berz?""
""What's in it for me?""
""You can keep them.""
""...A'right then.""
""You're under arrest. Take him away!""",Max Grecke,Gotcha!,02PZ006,Fast,NA,NA,Fast,Common,,Spell,TRUE,2,Rising Tides,
Piltover & Zaun,,3,4,3,"When you play a 2 cost card, draw 1 and give it Fleeting.",,"""All detectives respond, but a good detective anticipates, and an exemplary detective prevents."" - The Warden's Handbook",SIXMOREVODKA,Insightful Investigator,02PZ007,NA,NA,NA,,Rare,,Unit,TRUE,2,Rising Tides,
Piltover & Zaun,,0,4,0,"When drawn, costs 2 less this round.

Grow an ally to 4|4.",,"""Trouble at the docks! Take these, and give them my regards."" - Chief Mechanist Zevi",Kudos Productions,Suit Up!,02PZ003,Burst,NA,NA,Burst,Rare,,Spell,TRUE,2,Rising Tides,
