region_1,region_2,attack,cost,health,effect,level_up_description,flavor_text,artist_name,card_name,card_code,keyword_1,keyword_2,keyword_3,spell_speed,rarity,affiliation,type,collectible,set_number,set_name,level
Freljord,,0,1,0,Frostbite an enemy with 3 or less Health.,,"""Chilly? Ha! Let us hope that your spirits are sturdier than your summerland steel!"" - Braum",SIXMOREVODKA,Brittle Steel,01FR030,Burst,NA,NA,Burst,Common,,Spell,TRUE,1,Foundations,
Freljord,,1,1,1,,,"""Wolf or hare, winter makes prey of us all.""
- Avarosan proverb",SIXMOREVODKA,Snow Hare,01FR049T1,NA,NA,NA,,None,,Unit,FALSE,1,Foundations,
Freljord,,0,1,0,Give an ally +0|+2 this round.,,"""Rough out there, eh? Not to worry, the 'Owl serves up a special brew so strong it'll pull the chill outta y'bones 'n grow hair on the chest of a newborn!"" - Kindly Tavernkeeper",SIXMOREVODKA,Elixir of Iron,01FR004,Burst,NA,NA,Burst,Common,,Spell,TRUE,1,Foundations,
Freljord,,0,2,0,"Deal 4 to an enemy if it has 0 Power. Otherwise, Frostbite it.",,"""When Winter rides across the land, she humbles the strong and fells the weak."" - Scarthane Steffen",Kudos Productions,Shatter,01FR055,Slow,NA,NA,Slow,Common,,Spell,TRUE,1,Foundations,
Freljord,,0,2,0,Frostbite an enemy and all other enemies with 3 or less Health. Draw 1.,,"""All the world on one arrow."" - Ashe",SIXMOREVODKA,Crystal Arrow,01FR038T3,Slow,NA,NA,Slow,None,,Spell,FALSE,1,Foundations,
Freljord,,0,2,0,Draw a champion.,,"""Reavers approach! Sound the call and light the fires, we'll need all the help we can muster!"" - Avarosan Sentry",SIXMOREVODKA,Entreat,01FR029,Burst,NA,NA,Burst,Rare,,Spell,TRUE,1,Foundations,
Freljord,,3,2,2,"When I'm summoned, the enemy summons a Snow Hare.",,"""You cannot make a wolf from a hare.""
- Winter's Claw proverb",SIXMOREVODKA,Stalking Wolf,01FR049,Challenger,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Freljord,,2,2,3,"When I'm summoned, draw a Poro if you have a Poro ally.",,"A herd needs just two things: love, and company. Anything else is just fluff.
",SIXMOREVODKA,Poro Herder,01FR025,NA,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Freljord,,3,2,1,Play: Frostbite an enemy.,,Avarosans take pride in their harsh seasons and icy lands. Their keen-eyed defenders even take it a step further. ,SIXMOREVODKA,Icevale Archer,01FR011,NA,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Freljord,,2,2,2,Enlightened: I have +4|+4.,,“Those who learn to roar as beasts soon forget their native tongue.” - Anivia,SIXMOREVODKA,Feral Mystic,01FR047,Overwhelm,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Freljord,,2,2,3,"When you cast a spell, grant the top ally in your deck +1|+1.",,"""Grant them keen ears to hear the wind's approach, light feet to cross the coming snows, and sharp eyes to see beyond the veil of winter.""",SIXMOREVODKA,Starlit Seer,01FR032,Imbue,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Freljord,,2,2,1,Last Breath: Draw 1.,,"""Once I sought my place on distant battlefields. Now, I've found it beside my kin, my homestead. My eyes are theirs, and their safety is in my hands.""",SIXMOREVODKA,Avarosan Sentry,01FR003,Last Breath,NA,NA,,Common,Avarosan,Unit,TRUE,1,Foundations,
Freljord,,3,3,2,"Strike: If I struck a unit with 0 Power, kill it.",,Predators of the northern reaches have learned that the easiest prey are those already crippled by winter's bite.,SIXMOREVODKA,Rimefang Wolf,01FR018,Challenger,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Freljord,,3,3,1,Play: Deal 1 to an enemy.,,"In the Freljord you can hunt, or you can starve.",SIXMOREVODKA,Avarosan Marksman,01FR036,NA,NA,NA,,Common,Avarosan,Unit,TRUE,1,Foundations,
Freljord,,2,3,4,"When I survive damage, grant me +3|+0.",,"""I sealed my oath to the Winter's Claw when Sejuani gave me my first scar. Every scar since has been earned in her service.""",SIXMOREVODKA,Scarthane Steffen,01FR045,NA,NA,NA,,Common,Winter's Claw,Unit,TRUE,1,Foundations,
Freljord,,0,3,0,"Frostbite an enemy.

Create an Ashe in your deck.",,"The cold strikes without warning, rendering even the strongest warrior helpless.",SIXMOREVODKA,Ashe's Flash Freeze,01FR038T1,Burst,NA,NA,Burst,None,,Spell,FALSE,1,Foundations,
Freljord,,0,3,0,"Grant a damaged ally +3|+3.

Create a Braum in your deck.",,"""... Though his wounds were great, Braum threw back his head and laughed. For he knew that dire times are when heroes are made!""
- The Tale of Braum",SIXMOREVODKA,Braum's Take Heart,01FR009T2,Burst,NA,NA,Burst,None,,Spell,FALSE,1,Foundations,
Freljord,,0,3,3,Round Start: Get an extra mana gem this round.,,"""These ancient cairns are reminders that we are but the latest in a long line of tribes to brave these untamed lands."" - Ashe",SIXMOREVODKA,Wyrding Stones,01FR033,NA,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Freljord,,3,3,3,Play: Heal an ally or your Nexus 3.,,"""This fine old establishment's the Tipsy Owl! We've got stews and brews a'plenty to chase away the chill. Hurry on inside!""",SIXMOREVODKA,Kindly Tavernkeeper,01FR050,NA,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Freljord,,0,3,0,Grant Poro allies everywhere +1|+1.,,"""They gobble 'em up, then look at you, tongues out, happy as sheared 'nuks in the thaw askin' for more! You try sayin' no."" - Avarosan treatmaker",SIXMOREVODKA,Poro Snax,01FR016,Burst,NA,NA,Burst,Common,,Spell,TRUE,1,Foundations,
Freljord,,3,3,3,"When I'm summoned, create an Enraged Yeti in the top 3 cards of your deck.",,"""Caught nothing all week! Either those beasts are onto me, or something's scaring 'em off...""",SIXMOREVODKA,Avarosan Trapper,01FR048,NA,NA,NA,,Common,Avarosan,Unit,TRUE,1,Foundations,
Freljord,,0,3,0,Grant a damaged ally +3|+3.,,"""... Though his wounds were great, Braum threw back his head and laughed. For he knew that dire times are when heroes are made!""
- The Tale of Braum",SIXMOREVODKA,Take Heart,01FR046,Burst,NA,NA,Burst,Rare,,Spell,TRUE,1,Foundations,
Freljord,,3,3,3,,,"""Ol' Longhorn here lost an eye defending the Poro King himself from an ornery wildclaw! After all, it's not the size of the hammer but the size of the heart that matters."" - Poro Herder
",SIXMOREVODKA,Mighty Poro,01FR053,Overwhelm,NA,NA,,Common,Poro,Unit,TRUE,1,Foundations,
Freljord,,0,3,0,Frostbite an enemy.,,"The cold strikes without warning, rendering even the strongest warrior helpless.",SIXMOREVODKA,Flash Freeze,01FR001,Burst,NA,NA,Burst,Rare,,Spell,TRUE,1,Foundations,
Freljord,,0,3,0,"If you have a Yeti, summon an Enraged Yeti. Otherwise, create it on top of your deck.",,"""... and this one has a mouth fulla big jagged teeths an' smashy fists an super an-ger-y eyes an a HUUUGE TREE-SHAKING ROAR! Uncle Bjerg told me so!"" - Ingvar the Younger",SIXMOREVODKA,Tall Tales,01FR051,Slow,NA,NA,Slow,Common,,Spell,TRUE,1,Foundations,
Freljord,,0,4,6,"The first time I survive damage, summon a Mighty Poro.",I've survived 10 total damage.,"“Papa, tell the one about Braum and his door!”
""Or when his fall split a mountain in two!""
""Oh! Whattabout when he saved the tavern from the rampaging yeti?!""",SIXMOREVODKA,Braum,01FR009,Challenger,Regeneration,NA,,Champion,,Unit,TRUE,1,Foundations,0
Freljord,,5,4,3,Attack: Frostbite the strongest enemy.,"You Frostbite 5+ enemies. When I level up, create a Crystal Arrow on top of deck.","""When I look out over my home, I see what it is, but also what it could be. Prosperous and plentiful, not only for my people, but for all those who seek peace. The Freljord, united.""",SIXMOREVODKA,Ashe,01FR038,NA,NA,NA,,Champion,Avarosan,Unit,TRUE,1,Foundations,0
Freljord,,6,4,4,"Attack: Frostbite the strongest enemy.

Enemies with 0 Power can't block.",,"""You are not our enemy. Our true foe is the long, lawless winter. We are all people of the Freljord, and this land belongs to all of us!"" ",SIXMOREVODKA,Ashe,01FR038T2,NA,NA,NA,,None,Avarosan,Unit,FALSE,1,Foundations,1
Freljord,,0,4,0,Deal 2 to ALL units.,,The soul of every avalanche is a pebble that would not stay put.,SIXMOREVODKA,Avalanche,01FR020,Slow,NA,NA,Slow,Rare,,Spell,TRUE,1,Foundations,
Freljord,,3,4,3,Allegiance: Grant the top ally in your deck +3|+3 and Overwhelm.,,"As the rows of reinforcements crested the ridge, the Outriders bowed their heads to the warmother. For with her--their Avarosa in the flesh, their queen Ashe--came the promise of peace.",SIXMOREVODKA,Avarosan Outriders,01FR037,Overwhelm,NA,NA,,Rare,Avarosan,Unit,TRUE,1,Foundations,
Freljord,,1,4,7,"When I survive damage, summon a Mighty Poro.",,"""Listen closely, 'n I'll tell you about Braum and the mightiest of his poros!"" - Ingvar the Elder",SIXMOREVODKA,Braum,01FR009T1,Challenger,Regeneration,NA,,None,,Unit,FALSE,1,Foundations,1
Freljord,,4,4,5,,,"Avarosan folk tales speak of ""Old Uncle Elnuk"", a stubborn old grouch who wanted nothing more than a warm patch of grass and an argument to dig his heel into. ",SIXMOREVODKA,Bull Elnuk,01FR027,NA,NA,NA,,Common,Elnuk,Unit,TRUE,1,Foundations,
Freljord,,0,4,0,Grant 2 allies +0|+3.,,"""I will be a torch in your heart, a shield at your side. Let me find strength to protect us and our kin, and may our lives flow together as the blood that seals this oath."" - Tryndamere",SIXMOREVODKA,Bloodsworn Pledge,01FR010,Burst,NA,NA,Burst,Rare,,Spell,TRUE,1,Foundations,
Freljord,,3,4,3,"When I'm summoned, draw a unit with 5+ Power.",,"""Y-You've gotta believe me! It was huge, I tell you, HUUUGE!""",SIXMOREVODKA,Babbling Bjerg,01FR007,NA,NA,NA,,Common,,Unit,TRUE,1,Foundations,
Freljord,,0,5,0,Grant an ally and all allied copies of it everywhere +2|+2.,,"""We few are Iceborn, our bloodlines infused with the Freljord's magic. Our ancestors locked away an ancient evil, and now we few stand guard to defend against its return."" - Gregor the Guardian",SIXMOREVODKA,Iceborn Legacy,01FR006,Slow,NA,NA,Slow,Common,,Spell,TRUE,1,Foundations,
Freljord,,5,5,5,"When I'm summoned, grant all allies in your deck +1|+1.",,"""Many tribes under one banner! Perhaps one day all the Freljord will fight side by side.""",SIXMOREVODKA,Avarosan Hearthguard ,01FR041,NA,NA,NA,,Epic,Avarosan,Unit,TRUE,1,Foundations,
Freljord,,4,5,5,,,"""The weak harvest, but the strong take. The little Avarosans will learn which they are!""",SIXMOREVODKA,Scarmaiden Reaver,01FR054,Overwhelm,Regeneration,NA,,Rare,Winter's Claw,Unit,TRUE,1,Foundations,
Freljord,,5,5,8,Attack: Deal 1 to ALL battling units.,,"""Tarkaz fought harder and better than most. He took his defeat gracefully, I thought. Well, mostly..."" - Tryndamere",SIXMOREVODKA,Tarkaz the Tribeless,01FR021,NA,NA,NA,,Epic,Troll,Unit,TRUE,1,Foundations,
Freljord,,3,5,3,"Play: For the top 6 cards in your deck, summon each Elnuk and shuffle the rest into your deck.",,"""Avarosans are like elnuks--dull-eyed grass-eaters easily felled by the unscarred. It is by numbers alone that they stay alive."" - Scarmother Vrynna",SIXMOREVODKA,Troop of Elnuks,01FR017,NA,NA,NA,,Common,Elnuk,Unit,TRUE,1,Foundations,
Freljord,,0,5,0,Get an empty mana gem and heal your Nexus 3.,,Neither ruby nor sapphire surpass the luster of the aeon stone--a brilliant gem with legendary restorative properties. ,Kudos Productions,Catalyst of Aeons,01FR012,Burst,NA,NA,Burst,Common,,Spell,TRUE,1,Foundations,
Freljord,,3,5,3,Round Start: Frostbite the strongest enemy.,,"""To become one with the wild we must not hide from the cold, but revel in its savagery.""",SIXMOREVODKA,Rimetusk Shaman,01FR040,NA,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Freljord,,2,6,4,"Attack: Deal 1 to all enemies and the enemy Nexus.

Last Breath: Revive me transformed into Eggnivia.",You're Enlightened.,"""I was born from this hard land, and it is mine to safeguard. Time, war, even death itself will not stop my vigil.""",SIXMOREVODKA,Anivia,01FR024,Last Breath,NA,NA,,Champion,,Unit,TRUE,1,Foundations,0
Freljord,,0,6,0,"Frostbite 2 enemies.

Create an Anivia in your deck.",,"""You'd challenge me on my own lands? You're ill-prepared, little one."" - Anivia",Kudos Productions,Anivia's Harsh Winds,01FR024T1,Burst,NA,NA,Burst,None,,Spell,FALSE,1,Foundations,
Freljord,,3,6,5,"Attack: Deal 2 to all enemies and the enemy Nexus.

Last Breath: Revive me transformed into Eggnivia.",,"""Cease your march and turn back your armies. The eye of winter has spied your conquest, and its icy claw closes tight about your treasonous hearts."" ",SIXMOREVODKA,Anivia,01FR024T3,Last Breath,NA,NA,,None,,Unit,FALSE,1,Foundations,1
Freljord,,0,6,0,Frostbite 2 enemies. ,,"""You'd challenge me on my own lands? You're ill-prepared, little one."" - Anivia",Kudos Productions,Harsh Winds,01FR042,Burst,NA,NA,Burst,Rare,,Spell,TRUE,1,Foundations,
Freljord,,7,6,6,,,"The power of a warhorse, the thoughtless savagery of a cat.",SIXMOREVODKA,Alpha Wildclaw,01FR026,Overwhelm,NA,NA,,Common,Winter's Claw,Unit,TRUE,1,Foundations,
Freljord,,3,6,8,"When I survive damage, grant me +3|+0.",,"""I would die shivering in the cold before sharing a hearth with Ashe's weaklings. But if they desire warmth, I will give it to them.”",SIXMOREVODKA,Scarmother Vrynna,01FR013,Overwhelm,NA,NA,,Epic,Winter's Claw,Unit,TRUE,1,Foundations,
Freljord,,4,6,4,"Play: Combine all of our Poros into a Fluft of Poros, it gains their stats and keywords.",,"""One more story, but keep quiet or mother will come!""
""Long ago, raiders attacked Avarosa's village. Her forces were few--all seemed lost. But a poro appeared and offered Avarosa its help...""",SIXMOREVODKA,Heart of the Fluft,01FR043,NA,NA,NA,,Rare,Poro,Unit,TRUE,1,Foundations,
Freljord,,4,6,4,Last Breath: Summon a Heart of the Fluft.,,"""... At first she didn't know what the little ones could do. But then another appeared, and another, 'til the hall was full of them! And every poro gathered--"" 
""Bedtime! If you two aren't asleep in five minutes...!""",SIXMOREVODKA,Fluft of Poros,01FR043T1,Last Breath,NA,NA,,None,Poro,Unit,FALSE,1,Foundations,
Freljord,,0,7,0,"Kill all enemies with 0 Power, then Frostbite all enemies.",,Warmother Winter is the first and last foe faced by any who would invade the Freljord. Her bloodsworn are the merciless wind and the biting frost.,SIXMOREVODKA,Winter's Breath,01FR019,Slow,NA,NA,Slow,Epic,,Spell,TRUE,1,Foundations,
Freljord,,5,7,5,"When I'm summoned, Frostbite enemies with 3 or less Health.",,"""AaaaaaaAAaaaAaaaaah!"" - Bjerg the Wanderer",JiHun Lee,Icy Yeti,01FR056,NA,NA,NA,,Rare,Yeti,Unit,TRUE,1,Foundations,
Freljord,,0,7,0,Give all allies +2|+2 and Overwhelm this round.,,"A lone howl echoed through the night, followed by another, then another. Within moments, the pack howled as one--a chorus of frenzied voices calling out for blood.",Kudos Productions,Pack Mentality,01FR057,Slow,NA,NA,Slow,Rare,,Spell,TRUE,1,Foundations,
Freljord,,5,7,5,Round End: Reduce my cost by 1.,,"""What was that? Sounded like a sneeze. Do glaciers... sneeze?"" - Bjerg the Wanderer
",SIXMOREVODKA,Ancient Yeti,01FR031,Overwhelm,NA,NA,,Rare,Yeti,Unit,TRUE,1,Foundations,
Freljord,,1,7,1,"When I'm summoned, grant me +1|+1 for each ally that has died. ",,"""Ah, old Bjerg's been through a bit. Lost his crew up north, returned pale an' gibberin' months later. Now, it's just ""giant beasts"" this and ""huge claws"" that. That poor man..."" - Kindly Tavernkeeper",SIXMOREVODKA,They Who Endure,01FR034,Overwhelm,NA,NA,,Rare,,Unit,TRUE,1,Foundations,
Freljord,,8,8,4,,"If I would die, I Level Up instead.","""Do not die for your cause. Live for it...""",SIXMOREVODKA,Tryndamere,01FR039,Overwhelm,NA,NA,,Champion,,Unit,TRUE,1,Foundations,0
Freljord,,0,8,0,"Grant an ally +8|+4.

Create a Tryndamere in your deck.",,“I've been told I have a... temper.” - Tryndamere,SIXMOREVODKA,Tryndamere's Battle Fury,01FR039T1,Burst,NA,NA,Burst,None,,Spell,FALSE,1,Foundations,
Freljord,,9,8,9,,,"""...And make THEM die for it.""",SIXMOREVODKA,Tryndamere,01FR039T2,Overwhelm,Fearsome,Tough,,None,,Unit,FALSE,1,Foundations,1
Freljord,,0,8,0,Grant an ally +8|+4.,,“I've been told I have a... temper.” - Tryndamere,SIXMOREVODKA,Battle Fury,01FR005,Burst,NA,NA,Burst,Rare,,Spell,TRUE,1,Foundations,
Freljord,,10,10,10,Play: Obliterate ALL followers with 4 or less Power in play and in hands.,,"""I dug myself out from the rubble to find a scar seared into the land around me. Smoldering ash lay where my companions had stood, and in the distance a looming form moved on..."" - Bjerg the Wanderer",SIXMOREVODKA,She Who Wanders,01FR052,Regeneration,NA,NA,,Epic,,Unit,TRUE,1,Foundations,
Freljord,,0,12,0,Summon the top ally from your deck now and EACH Round Start.,,"There will come a day when an unmistakable call will resound through the Freljord. On that day, all will rise to answer it, for it announces that our ancient enemies have emerged once again.",SIXMOREVODKA,Warmother's Call,01FR023,Slow,NA,NA,Slow,Epic,,Spell,TRUE,1,Foundations,
Freljord,,0,2,0,Give an enemy Frostbite and Vulnerable this round.,,"""These warmbloods wouldn't last a single day in the Freljord!"" - Sejuani",Kudos Productions,Caught in the Cold,02FR004,Slow,NA,NA,Slow,Rare,,Spell,TRUE,2,Rising Tides,
Freljord,,0,2,0,"Grant the top 3 units in your deck +1|+1.

Plunder: Draw 1 of them.",,"""Share and share alike."" - Ruthless Raider",Kudos Productions,Shared Spoils,02FR010,Burst,NA,NA,Burst,Rare,,Spell,TRUE,2,Rising Tides,
Freljord,,3,2,1,,,"The Winter's Claw has no equal in the Freljord, and all know the ferocity of these merciless raiders. Once their bloodlust takes over, one can only pray for a quick death.",Kudos Productions,Ruthless Raider,02FR006,Overwhelm,Tough,NA,,Common,Winter's Claw,Unit,TRUE,2,Rising Tides,
Freljord,,3,3,2,Round Start: Deal 1 to EVERYTHING.,,"""They will till their fruitful fields,
They will weakly sow their seeds.
We will set 'most all aflame, 
Winter's Claw takes what it please!"" - a Winter's Claw children's rhyme",SIXMOREVODKA,Ember Maiden,02FR001,NA,NA,NA,,Rare,Winter's Claw,Unit,TRUE,2,Rising Tides,
Freljord,,4,4,3,Plunder: Get an empty mana gem.,,"The young riders of the Winter's Claw are given a wolf pup the moment they can hold a weapon. Their upbringing is devoted entirely to battle--the wolf trained to savage and maim, and the rider to pillage and steal.",MAR Studio,Wolfrider,02FR009,Overwhelm,NA,NA,,Common,Winter's Claw,Unit,TRUE,2,Rising Tides,
Freljord,,0,4,0,"Give an ally +3|+4 this round.

Create a Sejuani in your deck.",,"""Embrace the beast within!"" - Sejuani",Kudos Productions,Sejuani's Fury of the North,02FR002T1,Burst,NA,NA,Burst,None,,Spell,FALSE,2,Rising Tides,
Freljord,,0,4,0,Give an ally +3|+4 this round.,,"""Embrace the beast within!"" - Sejuani",Kudos Productions,Fury of the North,02FR007,Burst,NA,NA,Burst,Common,,Spell,TRUE,2,Rising Tides,
Freljord,,4,5,6,Plunder: I transform into Stormclaw Ursine.,,"The Ursine begin as humans, but give up the familiar trappings of their mortal lives for the feral, savage power granted by the great spirit of the Volibear.",Kudos Productions,Ursine Spiritwalker,02FR005,NA,NA,NA,,Common,Winter's Claw,Unit,TRUE,2,Rising Tides,
Freljord,,6,5,6,Other allies with 5+ Power have Overwhelm.,,"Fully unleashed, the Ursine shed their humanity and take on the power of the storm. They tear across the frozen steppes, their roars echoing like peals of thunder.",Kudos Productions,Stormclaw Ursine,02FR005T1,Overwhelm,Missing Translation,NA,,None,Winter's Claw,Unit,FALSE,2,Rising Tides,
Freljord,,5,6,6,Play: Give an enemy Frostbite and Vulnerable this round.,You've damaged the enemy Nexus in 5 different rounds.,"While her flail of True Ice is formidable, Sejuani herself is the weapon--forged in the bitter cold of the Freljord and tested against the freezing climes.",SIXMOREVODKA,Sejuani,02FR002,Overwhelm,NA,NA,,Champion,Winter's Claw,Unit,TRUE,2,Rising Tides,0
Freljord,,6,6,7,"Play: Give an enemy Frostbite and Vulnerable this round.

Each round, the first time you damage the enemy Nexus, Frostbite all enemies.",,"""Lay them low! Show them the Freljord belongs to the Winter's Claw!""",SIXMOREVODKA,Sejuani,02FR002T3,Overwhelm,NA,NA,,None,Winter's Claw,Unit,FALSE,2,Rising Tides,1
Freljord,,0,6,0,Create 2 random Poros and 2 Poro Snax in hand.,,"""When you wish upon a poro,
An' look at da night sky,
You'll see da snax among da stars,
All sparkly in our eyes"" - Ingvar the Younger",Kudos Productions,Aurora Porealis,02FR003,Burst,NA,NA,Burst,Epic,,Spell,TRUE,2,Rising Tides,
Freljord,,7,8,7,"When I'm summoned, Draw a Sejuani.

Plunder: Double the Power and Health of allies in your deck.",,"""When Spring brings weather just warm enough for us to plant, it also brings longboats... and the grain that started plentiful grows sparse."" - Avarosan Hearthguard",SIXMOREVODKA,The Tuskraider,02FR008,NA,NA,NA,,Epic,Winter's Claw,Unit,TRUE,2,Rising Tides,
Freljord,,0,0,0,Deal 2 to ALL other units.,,The people shall perish.,Kudos Productions,Extinguishing Ray,03FR003T3,Skill,NA,NA,,None,,Ability,FALSE,3,Call Of The Mountain,
Freljord,,0,0,0,Obliterate ALL landmarks.,,The earth shall break.,Kudos Productions,Destructive Ray,03FR003T1,Skill,NA,NA,,None,,Ability,FALSE,3,Call Of The Mountain,
Freljord,,1,2,3,"When I'm summoned, if you Behold an 8+ cost card, grant me +3|+0.",,"The scout knelt by a tattered edge of cloth hidden in the snow, where the scent of human sweat and fire smoke lingered in the cold air.
He pulled the material free and saw at one end, a talisman dangled, dull under the stormy sky. Avarosan. ",Wild Blue Studios,Troll Scavenger,03FR007,NA,NA,NA,,Common,Troll,Unit,TRUE,3,Call Of The Mountain,
Freljord,,0,2,0,Give an ally +0|+2 to give an enemy -2|-0 this round.,,"Troll chants are highly varied. They differ from group to group, and are often incomprehensible. They are all, however, terrifying to witness. ",Kudos Productions,Troll Chant,03FR002,Burst,NA,NA,Burst,Common,,Spell,TRUE,3,Call Of The Mountain,
Freljord,,0,2,3,"Round Start: If you Behold an 8+ cost card, get an extra mana gem this round.",,"""Rise, Old Ones, rise,
Rule of ice, break the sky.
Rise, Old Ones, rise,
Bring us strength, them demise.""
- Troll chant",Wild Blue Studios,Faces of the Old Ones,03FR010,NA,NA,NA,,Common,,Unit,TRUE,3,Call Of The Mountain,
Freljord,,0,2,0,"Grant an ally Regeneration. If they already have it, grant them +2|+2 instead.",,Pity those who see the promise of victory in a troll's blood.,Kudos Productions,Troll Gifts,03FR025,Burst,NA,NA,Burst,Rare,,Spell,TRUE,3,Call Of The Mountain,
Freljord,,0,3,0,"When an ally survives damage, grant it +1|+0 and Tough.",,"There are many places of honor among the Winter's Claw, but one of the greatest is The Scargrounds, where damaged war vessels that have returned from raids are repurposed as gathering halls for warriors and their kin. These ships embody the tribe that built them--resilient and adaptable.",SIXMOREVODKA,The Scargrounds,03FR020,Landmark,NA,NA,,Epic,,Landmark,TRUE,3,Call Of The Mountain,
Freljord,,0,3,0,"For the top 4 cards in your deck, draw each Yeti, Poro, and Elnuk. Then place the rest into your deck.",,"""...an' then a BIIIIG HUUUGE ELNUK came FLYIN' out of the trees with a teeny lil' poro on his back an' there was a FRIENDLY YETI as well because he wanted to play with his friends an' they all ran down the mountain goin' RAAAAAWRRRR an' then..."" - Ingvar the Younger",Kudos Productions,Call the Wild,03FR018,Burst,NA,NA,Burst,Common,,Spell,TRUE,3,Call Of The Mountain,
Freljord,,3,4,5,"When I'm summoned, if you Behold an 8+ cost card, grant me Regeneration.",,"Once they were among the Avarosan huts, they called Hgar forward. With a laugh, she raised Snowsunder, ready to use the weapon to batter the wooden homes into little more than splinters.",MAR Studio,Troll Ravager,03FR005,NA,NA,NA,,Common,Troll,Unit,TRUE,3,Call Of The Mountain,
Freljord,,4,5,5,"When I'm summoned, create an Ice Pillar in hand.",I've seen you play Ice Pillar.,"One by one, torches lit along the pass, throwing the scene into sharp relief. There were dozens of trolls, maybe hundreds, each one hulking, massive, and deadly.
""I'll ask one more time,"" Trundle snarled, hefting Boneshiver over one shoulder. ""Are you gonna give up, or am I gonna have to break your skulls?""",SIXMOREVODKA,Trundle,03FR006,Regeneration,NA,NA,,Champion,Troll,Unit,TRUE,3,Call Of The Mountain,0
